loan_price_sum9,loan_price_sum10,loan_price_sum11
5.08809119,5.08809119,10.29729613
0,0,0
14.92452884,14.92452884,11.31462219
0,0,0
0,0,0
0,0,0
9.596935873,3.862594545,0
0,5.153538105,0
0,5.153538105,0
0,0,0
10.44569203,0,11.31462219
0,0,0
0,0,0
0,0,0
52.43046687,47.14815652,60.764649
0,0,0
0,0,0
0,0,0
0,0,0
15.53390053,0,10.47608543
0,0,0
0,0,0
0,0,0
16.31049049,9.045908678,0
5.97467729,0,5.394974879
0,0,0
0,6.464550799,0
0,0,0
0,0,0
0,0,0
10.0160084,5.722768363,9.414326661
0,0,0
0,0,0
0,0,0
0,0,0
0,0,9.166466324
0,5.657311097,5.657311097
0,0,0
6.405333138,6.405333138,6.405333138
0,0,0
0,0,0
0,0,0
5.292153929,19.2826644,18.53488386
19.52168024,0,9.015667521
0,0,0
6.292054527,0,6.266691431
0,0,0
0,0,0
0,5.722768363,0
0,0,0
120.1942196,107.3162675,98.73096607
5.292153929,4.974842946,5.292153929
12.24138598,0,0
0,0,0
0,0,0
0,0,0
4.974842946,0,0
0,0,0
0,0,0
10.38032792,5.657311097,0
0,0,0
0,0,5.722768363
0,0,0
15.62961318,15.62961318,20.32224696
0,0,0
0,0,0
0,0,0
5.722768363,0,11.44553673
0,0,0
0,0,18.14290471
0,0,0
0,0,0
0,4.723016822,0
0,0,0
0,0,5.722768363
0,0,0
0,0,0
5.621800638,4.292650699,8.155245244
0,0,0
0,0,0
0,0,0
0,0,0
6.153413856,4.723016822,6.183727411
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
17.28429875,3.862594545,12.43543189
0,0,0
0,0,0
0,0,0
30.9827798,25.5522583,40.55254836
0,0,0
13.87745533,23.72059856,11.00867829
0,0,0
0,0,0
0,0,20.39547108
0,0,0
0,5.292153929,0
0,0,0
0,0,0
63.52964817,4.292650699,39.99865387
0,0,0
0,0,0
0,5.722768363,0
0,0,0
0,0,14.55964757
0,0,0
0,0,0
11.38007946,10.55895408,0
0,0,0
0,0,0
0,0,0
5.722768363,0,5.722768363
0,0,0
0,0,0
0,0,0
0,0,0
0,17.03740436,0
0,0,4.8616016
0,0,0
0,0,0
0,0,0
0,5.292153929,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.585301397,0,9.01613265
0,0,0
6.153413856,11.22394875,0
5.501180385,0,0
0,0,0
0,0,0
0,0,0
0,11.29118608,11.38007946
8.406967941,9.074830634,9.906832999
0,0,0
0,0,0
16.3374504,0,0
0,10.79333431,15.87646179
0,0,0
0,0,0
0,0,0
0,0,0
0,36.14745022,4.753317069
0,0,0
0,0,0
0,0,10.58430786
0,0,0
0,0,0
0,6.212630577,0
37.02681097,29.8547608,33.94214343
0,0,0
0,0,0
5.07059257,0,0
0,0,0
0,0,0
5.722768363,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.585301397,3.862594545,12.69961864
0,11.01492229,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.405415974
8.585611367,0,0
10.52573391,10.58430786,16.30707622
5.781982259,0,0
9.723203201,5.621800638,4.8616016
0,0,0
0,0,0
0,0,0
4.723016822,0,0
0,14.16920563,0
0,0,0
0,0,0
0,0,0
5.153538105,0,0
5.292153929,5.292153929,0
0,0,0
0,0,0
18.58315459,6.316422771,0
0,0,0
0,5.931812567,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.80990859,18.07902434,18.5494991
0,0,0
5.836040761,0,0
5.292153929,0,10.6975699
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.153413856,6.153413856,0
0,0,0
0,0,0
0,0,0
4.974842946,0,4.723016822
0,4.723016822,5.722768363
5.781982259,0,0
0,0,0
0,0,0
0,0,0
0,0,5.292153929
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
19.19968782,5.292153929,5.292153929
0,0,0
0,0,0
6.014774739,6.014774739,6.014774739
5.292153929,0,0
46.35904538,45.92898922,57.51677286
0,0,0
10.20154651,0,5.995049416
6.362466936,6.362466936,6.362466936
0,0,0
0,0,0
0,0,5.722768363
0,0,6.856372469
0,5.722768363,5.722768363
0,0,0
0,6.266691431,0
3.862594545,4.723016822,4.723016822
47.621896,26.46076964,21.16861572
0,0,0
0,0,0
0,0,15.46061431
0,0,0
0,0,0
0,0,0
0,0,0
4.723016822,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
60.09710978,34.34120559,47.64983378
0,0,0
5.292153929,0,0
0,0,0
0,0,0
4.071302059,4.071302059,4.071302059
0,0,0
0,4.974842946,0
9.697859768,5.885770109,5.722768363
6.405333138,0,6.405333138
0,0,0
0,0,0
0,0,0
0,0,0
11.90956717,9.267493645,4.40582999
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.885770109
0,0,6.405333138
0,0,0
5.292153929,0,0
0,0,0
5.722768363,0,5.722768363
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,6.153413856,0
0,0,0
0,0,0
11.01492229,0,0
0,0,0
5.722768363,0,0
0,4.974842946,0
6.087953139,0,0
0,0,4.292650699
0,0,0
0,0,0
0,11.26683122,9.836527325
0,0,0
4.723016822,9.876554927,10.55905758
0,0,0
0,0,0
0,0,0
0,0,11.09638812
5.292153929,23.24030956,0
0,0,0
0,0,0
0,10.15375553,0
0,0,0
5.781982259,0,5.931812567
0,0,0
0,0,0
6.657255871,18.01703899,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.885770109,5.885770109,0
0,0,0
0,0,0
0,0,0
6.153413856,0,6.153413856
0,0,0
5.904598454,0,0
0,0,0
0,0,0
0,0,6.316422771
6.153413856,6.266691431,6.266691431
0,0,0
38.88358195,60.41619472,38.8167825
0,0,0
0,0,0
0,0,0
0,0,0
5.836040761,5.836040761,5.836040761
16.73750429,5.97467729,5.97467729
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.585611367,0,0
0,0,0
0,0,0
0,0,4.723016822
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.584447562,4.584447562,0
0,0,0
0,0,0
10.65471849,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,3.862594545
0,0,0
0,0,0
27.1066308,5.153538105,9.178540346
5.501180385,10.12838105,15.103224
0,0,0
20.43545726,20.43545726,29.45112478
0,3.862594545,0
34.6525048,10.97648487,13.73912619
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.781982259,0,4.974842946
0,0,0
5.722768363,0,0
0,0,0
0,0,6.643293014
0,0,0
0,0,0
0,0,0
4.544373396,4.544373396,0
0,0,0
5.885770109,11.09638812,0
37.8729527,11.72188613,0
14.73818757,19.14411583,10.01513971
0,0,0
16.31080046,12.87826207,17.60096892
0,106.7079757,77.9168509
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
33.13169138,13.01734302,5.153538105
10.38025892,5.405415974,4.974842946
0,0,5.584137011
0,0,0
0,0,0
0,0,6.584074882
0,0,0
0,0,0
37.16111284,38.56569049,13.8777653
9.584804628,4.723016822,4.723016822
9.015667521,0,0
0,6.405333138,0
0,0,0
0,4.974842946,5.781982259
0,0,0
29.84905767,0,10.38025892
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.584804628,0,5.292153929
5.722768363,0,11.99768121
0,0,0
0,0,0
17.16830509,23.57363823,0
0,0,0
0,0,0
0,11.69744565,0
0,0,0
0,0,0
0,0,0
46.35904538,26.61663644,30.47892101
0,18.89206729,43.26278493
0,0,0
30.81736347,4.584447562,13.45476518
8.585611367,5.753080438,5.45514134
7.72518909,3.862594545,0
0,0,0
0,0,0
4.723016822,0,0
3.862594545,0,0
0,0,6.722718659
24.60357442,28.45732866,17.62527248
0,24.11894326,28.6879206
0,0,0
0,0,6.153413856
0,0,0
0,0,0
0,0,0
0,0,3.862594545
0,0,0
9.519905642,0,5.722768363
0,0,0
6.014774739,0,0
20.46594156,19.88543213,45.85224982
0,0,0
9.697859768,5.292153929,5.292153929
4.292650699,14.24233659,3.862594545
0,0,0
0,0,0
5.405415974,0,0
0,0,0
0,0,0
5.722768363,0,5.836040761
0,0,0
0,0,0
0,33.13455904,18.03133504
5.722768363,0,0
0,0,0
0,0,0
0,5.931812567,0
0,0,0
0,5.722768363,0
31.76086867,17.08843236,37.84799451
0,10.44578518,0
0,0,0
4.40582999,20.6878145,15.76910807
0,0,0
5.931812567,11.86362513,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.722768363,0
0,0,0
0,0,0
17.85300159,17.42263546,22.14544574
0,0,0
0,0,0
0,0,0
0,4.974842946,0
0,0,0
14.46457892,19.19398084,0
4.292650699,4.292650699,4.292650699
8.155245244,0,0
0,0,0
0,0,0
9.697983919,23.06473039,20.29446925
9.446033644,20.28216763,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.292650699,0,0
0,0,0
0,0,0
18.3022572,9.834836459,14.30183767
0,5.405415974,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.014774739,5.97467729,5.153538105
0,0,0
5.292153929,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,4.292650699
0,0,0
0,0,0
0,0,0
0,0,0
5.501180385,11.44553673,0
0,0,12.01783979
0,0,0
0,0,0
0,0,0
0,0,0
23.85734612,3.862594545,0
0,0,5.722768363
32.10943543,9.876554927,23.3239541
0,0,4.071302059
0,0,0
0,0,0
0,6.405333138,0
0,0,0
0,0,0
5.405415974,5.292153929,0
0,5.405415974,0
0,0,0
0,0,0
0,0,5.153538105
0,0,0
0,0,0
0,13.56047519,0
0,0,0
0,0,0
0,0,0
21.2391195,5.153538105,0
0,0,0
0,0,6.014774739
0,0,0
4.351813812,4.292650699,0
0,0,4.723016822
0,0,0
0,0,0
0,0,22.3219674
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10.22419721,0,0
5.501180385,0,0
0,0,0
18.28151536,0,0
0,0,0
0,0,0
0,11.73755087,0
0,0,5.722768363
0,0,0
0,0,0
17.59895058,6.153413856,6.153413856
0,0,0
6.153413856,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
31.33965326,30.04855489,42.92650699
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.153538105,0,0
0,0,0
0,0,0
0,0,0
0,6.722718659,0
0,0,0
0,0,0
11.87618222,0,0
0,0,0
0,0,0
3.862594545,0,0
0,0,0
4.723016822,15.73784596,5.292153929
5.885770109,6.014774739,6.014774739
0,0,0
0,0,0
4.544373396,0,0
0,0,0
0,0,0
0,0,0
9.824804387,5.240356826,10.48071365
0,0,0
0,0,0
0,0,0
22.89107345,29.04448731,22.89107345
0,0,0
5.657311097,5.657311097,0
0,0,0
0,0,5.153538105
0,0,0
0,0,0
0,0,0
4.723016822,13.7388395,4.292650699
0,0,0
0,0,5.722768363
0,0,0
13.41949779,17.85300159,21.46325349
0,0,0
19.63027563,14.24266744,14.51670603
0,4.292650699,0
0,0,5.722768363
0,0,0
12.01783979,37.41780043,7.933896604
0,0,0
10.87630647,5.153538105,0
0,0,0
0,4.292650699,0
0,0,0
0,0,0
0,0,0
0,0,10.38025892
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.05244065,0,6.05244065
5.292153929,0,5.153538105
0,0,0
0,0,0
0,0,0
0,0,0
0,0,9.267493645
0,0,0
0,0,0
0,0,0
0,0,0
0,11.55880912,6.121545176
0,0,0
0,0,0
0,0,0
5.722768363,5.584137011,0
0,0,0
13.30831822,10.55895408,0
0,0,0
0,0,0
0,0,0
0,0,0
13.28658603,12.2058673,0
0,0,0
0,0,0
0,0,5.722768363
0,0,0
5.501180385,0,0
8.308317948,4.154158974,0
5.657311097,0,0
0,4.974842946,0
57.5901621,45.06080729,19.39571954
0,0,0
0,0,0
0,0,0
22.21673191,20.85486388,13.30862819
0,0,0
5.584137011,11.30690537,5.722768363
10.6975699,0,16.68857862
0,6.153413856,0
0,0,0
0,4.292650699,18.89206729
0,0,0
0,0,0
0,0,0
5.895255598,5.08809119,0
0,0,0
15.24183982,10.00644825,28.47109525
0,4.292650699,4.292650699
0,0,0
0,0,0
0,0,0
0,0,0
5.501180385,5.97467729,11.94935458
5.722768363,0,39.2459648
23.11761825,23.16734759,22.02984458
0,6.445431881,6.445431881
0,0,0
0,5.722768363,0
0,0,5.722768363
0,0,0
0,0,0
5.153538105,19.89188084,5.153538105
0,0,5.153538105
0,5.501180385,5.657311097
11.44553673,5.722768363,11.44553673
0,0,0
8.446809673,22.57581186,0
0,11.55880912,5.836040761
0,0,0
5.722768363,0,0
0,0,0
0,15.98972383,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.071302059,4.071302059,4.071302059
0,5.97467729,0
0,0,0
0,4.292650699,0
0,0,0
0,0,0
0,0,0
0,4.974842946,0
0,0,0
0,0,0
5.584137011,5.153538105,0
0,0,0
0,0,0
3.862594545,0,9.446033644
0,0,0
0,0,0
0,0,0
14.86640671,36.26318862,8.484687473
12.81066628,6.153413856,11.87618222
0,0,0
0,0,8.585301397
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.292153929,14.92478755,5.781982259
0,0,0
5.31651835,0,5.292153929
4.723016822,0,0
6.014774739,6.014774739,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,13.46924713,19.14404857
6.014774739,0,6.014774739
0,0,0
0,0,0
5.836040761,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.974842946,5.722768363,5.292153929
0,0,0
0,14.08679175,27.75503442
50.07801832,25.00928115,7.72518909
0,0,0
0,0,0
0,0,0
58.02063165,61.80942356,69.53461265
0,0,4.723016822
27.12028869,13.56014434,21.46325349
0,0,0
21.74566022,17.09158415,14.5718823
0,0,0
0,0,0
0,0,0
0,0,5.292153929
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.584804628,9.697859768,15.21666194
0,0,0
9.154252299,16.99268273,5.07059257
4.544373396,5.07059257,5.351362178
0,0,0
0,0,0
38.13947297,41.08482189,46.96231679
0,0,0
0,0,0
0,0,0
4.544373396,12.26956249,13.56004092
6.316422771,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,6.121545176
0,0,0
0,0,0
0,0,0
9.015667521,3.862594545,6.518612438
0,0,0
0,6.153413856,0
0,0,0
0,0,12.18731916
48.01562719,5.292153929,42.67670317
0,0,0
0,0,0
0,0,0
0,0,0
5.722768363,0,0
6.153413856,0,0
0,0,0
0,0,0
0,0,0
20.81233574,5.405415974,3.862594545
11.58778364,0,9.208840593
12.30940422,0,0
0,0,0
0,0,0
0,0,0
0,5.722768363,0
0,0,0
0,0,0
12.55875217,12.70253541,12.69738766
0,0,6.292054527
23.39638204,0,4.292650699
0,0,0
17.97933212,32.79423191,23.32992931
0,0,0
0,0,0
0,0,0
0,0,0
5.584137011,5.584137011,9.876787709
0,0,0
11.69744565,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.087953139,6.240248782,0
5.584137011,0,5.584137011
0,0,0
0,0,0
0,0,0
0,0,0
4.351813812,25.94028531,26.37030006
0,0,6.153413856
5.153538105,0,5.292153929
0,0,5.45514134
0,0,0
0,0,0
4.723016822,5.405415974,10.38032792
0,0,0
0,0,0
0,0,0
0,0,0
0,3.862594545,4.974842946
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.585301397,20.17308503,12.26956249
5.722768363,0,5.584137011
93.44378894,107.889854,22.02984458
0,0,0
0,0,0
0,0,0
66.80783759,76.38836923,66.97267981
0,0,0
0,5.153538105,0
0,0,0
0,4.071302059,0
0,0,0
44.64386283,50.07154901,68.99334508
5.153538105,3.862594545,0
0,0,0
0,0,0
0,6.153413856,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,6.087953139
0,0,0
0,0,0
0,5.292153929,5.292153929
4.544373396,4.974842946,0
0,0,0
0,0,0
0,0,0
12.97542972,0,4.071302059
0,0,0
0,0,0
0,0,0
0,0,0
0,0,10.58430786
0,0,0
0,0,0
0,0,0
0,4.071302059,0
0,0,0
0,0,0
9.584618423,0,4.974842946
5.501180385,0,0
0,0,0
0,0,0
0,0,0
9.698066673,0,0
0,0,0
0,0,0
0,0,0
11.58420846,0,4.723016822
0,0,0
0,0,0
0,0,0
0,0,0
14.53440064,15.68482,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,6.292054527
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.292153929
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.722768363
0,0,0
0,5.97467729,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.690901317,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.862594545,20.17308503,4.544373396
3.975670565,0,0
32.27883111,0,0
29.72889918,4.723016822,4.723016822
0,0,0
0,0,0
0,0,0
0,0,0
17.82240474,17.46031923,32.56349664
0,0,6.316422771
0,0,0
4.723016822,0,0
12.1281015,6.584074882,0
6.266691431,0,0
0,0,0
0,0,0
0,0,12.00519866
0,0,0
25.04558972,24.61545594,6.05244065
0,0,0
0,0,0
0,0,0
5.722768363,0,0
0,0,0
0,0,0
11.58778364,0,8.877175796
0,0,0
9.949685892,5.292153929,0
0,0,0
13.08696958,16.10660356,4.40582999
0,0,0
0,0,0
0,0,0
0,0,0
7.83826511,20.72878257,0
4.292650699,0,0
8.202926059,3.862594545,3.975670565
0,0,0
5.405415974,0,5.657311097
0,0,0
0,0,0
9.793831084,5.501180385,5.501180385
6.362466936,6.362466936,6.362466936
0,5.292153929,0
0,17.53354853,11.98945979
0,0,6.464550799
0,0,0
0,5.405415974,9.697859768
8.585611367,13.30862819,0
0,4.071302059,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,12.93711521
5.97467729,5.97467729,5.97467729
0,0,0
0,0,0
0,0,0
0,0,5.722768363
12.26956249,8.837024095,9.836444546
0,0,0
0,0,0
15.6775673,15.6775673,15.6775673
0,0,0
0,5.722768363,11.70085965
0,0,5.657311097
0,0,0
0,0,0
12.30682771,6.153413856,6.153413856
0,0,0
0,5.885770109,5.885770109
0,0,0
5.405415974,0,0
0,0,0
24.7522961,0,0
5.722768363,5.722768363,5.722768363
0,0,4.723016822
0,16.24162191,16.24162191
0,0,0
0,0,0
0,5.97467729,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.153538105,5.931812567,5.931812567
0,16.57369,11.50478451
0,0,0
0,0,0
0,6.153413856,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
23.46263203,19.19968782,18.88287301
0,0,0
0,0,0
0,3.862594545,0
0,0,4.723016822
0,0,0
0,0,0
0,0,0
6.584074882,0,0
0,0,0
0,0,0
5.153538105,4.974842946,0
0,0,0
0,0,0
6.584074882,0,0
24.28765035,8.381500555,12.70003204
0,0,0
0,0,0
0,0,11.01492229
0,0,0
0,0,0
6.014774739,10.98961768,6.121545176
5.292153929,0,0
4.584447562,0,12.67415125
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,10.58430786,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.153413856,0,0
5.722768363,0,0
0,0,0
27.55065481,14.92452884,9.267493645
0,0,6.405333138
0,0,0
4.544373396,0,0
0,0,6.405333138
0,0,0
0,0,0
0,0,0
0,0,0
14.85144962,33.91277435,10.44578518
0,6.292054527,0
6.153413856,6.153413856,0
0,0,0
0,0,0
0,0,0
0,0,0
9.015667521,0,9.697859768
0,0,3.862594545
0,0,0
0,0,0
0,0,0
9.089298109,5.292153929,0
6.153413856,5.292153929,13.73868434
0,0,0
0,0,0
0,0,0
13.42322854,12.26956249,8.268424535
0,0,0
7.72518909,5.657311097,9.326656758
0,0,3.862594545
0,0,0
0,0,0
0,0,0
4.753317069,12.96506054,13.30878335
0,10.01517075,5.292153929
0,0,0
0,0,15.10327574
0,0,5.292153929
21.09489008,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,4.723016822
0,0,0
10.58430786,5.292153929,12.58410905
0,0,5.722768363
4.292650699,0,0
16.65837621,17.08864508,17.30980751
5.292153929,0,0
0,10.44569203,5.292153929
5.722768363,0,0
16.16855355,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,6.014774739,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.722718659,6.722718659,6.722718659
23.61508411,23.61508411,34.77350659
0,0,6.316422771
0,0,5.836040761
0,0,0
0,0,0
0,0,0
11.03705851,6.153413856,11.42379738
0,0,0
0,0,0
0,0,0
0,0,5.722768363
5.836040761,5.07059257,0
0,0,0
0,0,0
5.931812567,0,0
0,0,0
0,0,0
5.501180385,8.406967941,19.82657182
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.722768363,6.153413856
0,0,0
0,0,0
14.87695856,11.26683122,0
0,0,0
0,0,0
0,32.97897029,9.015667521
0,0,0
0,0,0
0,0,0
9.718226552,18.53529726,9.697859768
0,0,0
0,0,0
0,0,0
0,0,0
5.735071209,0,19.92205698
4.292650699,0,4.292650699
0,0,0
14.40582177,4.292650699,23.11515879
6.584074882,0,0
0,0,0
0,0,0
34.45137325,10.69761131,10.26699687
5.292153929,0,0
0,0,0
39.06422241,0,43.78723923
4.292650699,0,0
0,0,0
0,0,0
0,0,0
0,6.405333138,6.405333138
0,0,0
0,0,0
0,0,32.25374691
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,8.477205847,5.292153929
5.722768363,4.723016822,4.723016822
0,0,11.98945462
10.69758025,10.73767512,5.405415974
0,0,0
25.19152571,21.06033119,40.74303041
0,0,0
0,0,0
0,5.722768363,5.722768363
0,0,0
0,0,0
4.723016822,4.723016822,0
0,0,0
19.31297273,0,7.72518909
0,0,0
0,0,0
0,0,0
0,5.405415974,0
0,0,0
0,0,0
0,0,0
6.405333138,6.405333138,6.405333138
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
23.21891023,9.01613265,4.292650699
0,0,0
0,0,0
6.153413856,0,0
4.292650699,9.446033644,0
0,0,0
5.722768363,5.722768363,0
0,0,0
0,0,0
28.18325844,0,5.722768363
0,0,0
15.67897409,11.01492229,14.86277814
5.292153929,0,0
0,0,0
6.292054527,0,0
0,0,0
6.292054527,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.44556779,4.292650699,0
0,0,0
0,5.584137011,0
0,0,0
0,0,0
7.72518909,4.071302059,0
0,0,0
5.405415974,4.974842946,0
3.975670565,0,3.975670565
0,0,0
4.723016822,10.69761131,5.722768363
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13.3093261,6.405333138,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
22.46045902,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.439795291,47.18558814,4.974842946
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.8616016,5.226703564,5.292153929
5.153538105,10.30715383,9.36377493
0,0,0
0,0,0
0,0,0
0,0,0
13.31451174,4.544373396,6.212630577
48.61552411,38.0507171,11.01492229
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.974842946,0,0
19.82171224,19.53449052,14.08648178
0,0,0
0,0,0
13.76936873,0,6.153413856
0,0,0
0,6.014774739,6.014774739
0,0,0
0,0,0
0,13.73914947,5.153538105
0,0,0
6.153413856,0,0
5.292153929,0,6.153413856
0,0,0
5.240356826,13.7388395,12.61076877
0,0,0
0,0,0
10.24683424,10.30715383,3.975670565
0,4.974842946,5.292153929
14.73818757,14.24233659,31.6721556
0,0,0
0,0,0
0,6.722718659,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.722768363,0
0,0,0
0,0,0
0,4.974842946,0
5.836040761,0,26.14345866
0,0,0
0,0,6.153413856
0,0,0
0,0,0
0,0,0
0,0,4.292650699
5.722768363,5.292153929,0
0,0,0
0,5.885770109,0
0,0,0
4.974842946,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
26.355926,9.697859768,9.446033644
0,0,0
0,0,0
5.153538105,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.501180385,10.69769411
4.753317069,0,0
5.292153929,10.47602333,0
0,0,0
0,0,0
5.501180385,0,0
0,0,0
5.836040761,0,5.836040761
12.94882665,5.153538105,5.240356826
40.84153202,0,15.25676198
8.933187115,0,0
13.01734302,13.44795745,0
15.87646179,0,9.949685892
0,0,0
51.91338498,13.30862819,3.862594545
27.58829505,5.405415974,0
0,0,0
6.722718659,11.55891783,11.38027269
0,0,0
0,0,0
0,0,0
0,0,0
3.862594545,0,4.723016822
0,0,0
0,0,0
14.24233659,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.153413856,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.292153929,0
0,0,0
8.155245244,0,0
6.584074882,0,0
0,0,0
0,0,0
10.25444676,9.932194171,0
0,0,0
4.544373396,5.292153929,0
0,0,0
19.32156362,0,6.153413856
0,6.292054527,0
54.08423447,47.21915769,51.51180838
0,0,0
17.09886555,0,4.292650699
3.862594545,4.292650699,4.292650699
0,0,4.544373396
5.722768363,5.722768363,5.722768363
0,0,0
64.12020228,34.33661018,33.47538131
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,21.40495475,12.01783979
0,0,0
0,0,0
0,0,0
30.07174118,8.560118126,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.501180385,0,10.01517075
13.56047519,0,0
0,0,0
0,0,0
4.292650699,9.015667521,0
4.723016822,4.723016822,23.00633315
0,0,0
0,0,0
0,0,0
54.34598641,44.64797148,10.44569203
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
21.02710302,0,0
5.292153929,0,10.38025892
0,0,0
0,0,0
0,11.7375431,0
0,0,0
9.213956723,5.501180385,0
9.01613265,9.559264643,0
5.722768363,0,0
0,0,0
0,0,0
12.01783979,16.74085661,28.69312899
4.292650699,4.292650699,4.292650699
0,0,0
0,0,0
5.501180385,0,10.30715383
17.17060279,15.2819709,0
8.950272316,3.862594545,4.836247821
0,0,0
0,0,0
0,0,0
0,0,0
5.405415974,0,0
0,0,0
0,0,0
4.723016822,19.88188006,15.02027846
28.48508663,9.949685892,4.909401781
0,0,0
0,0,0
0,0,0
0,0,0
4.292650699,3.862594545,0
31.45692922,26.91276237,9.584618423
9.584804628,9.584804628,9.584804628
