uid,age,sex,active_date,limit
21413,40,1,2016/1/28,5.97467729
21414,30,1,2016/3/18,6.153413856
21415,30,1,2015/12/30,5.292153929
21416,45,1,2015/12/29,6.153413856
21417,35,1,2016/3/27,5.97467729
21418,25,1,2016/5/3,6.153413856
21419,35,1,2015/12/25,6.292054527
21420,35,1,2016/5/20,5.722768363
21421,35,1,2016/5/4,6.292054527
21422,45,2,2016/2/27,5.722768363
21423,25,2,2016/2/1,5.722768363
21424,30,1,2016/2/17,5.292153929
21425,35,1,2016/5/30,5.722768363
21426,45,2,2016/4/25,6.292054527
21427,30,2,2016/3/16,5.722768363
21428,40,1,2016/5/21,6.292054527
21429,30,1,2016/1/28,6.292054527
21430,25,2,2016/3/17,5.292153929
21431,40,1,2016/3/16,6.153413856
21432,25,1,2016/5/8,6.292054527
21433,35,2,2016/2/9,5.97467729
21434,30,1,2016/1/28,6.292054527
21435,30,1,2016/4/27,5.292153929
21436,45,1,2016/2/19,5.722768363
21437,30,1,2016/5/18,5.722768363
21438,35,2,2015/12/30,5.722768363
21439,25,1,2016/6/2,5.722768363
21440,35,1,2015/12/30,6.292054527
21441,25,1,2016/6/2,5.722768363
21442,30,1,2016/4/23,6.153413856
21443,40,1,2015/12/25,6.292054527
21444,35,2,2016/2/15,5.97467729
21445,30,1,2016/3/17,5.722768363
21446,35,1,2016/2/16,5.97467729
21447,30,1,2016/4/15,5.722768363
21448,35,1,2016/5/6,6.292054527
21449,30,1,2016/2/23,6.292054527
21450,35,1,2015/12/15,5.722768363
21451,30,1,2016/1/6,5.97467729
21452,25,1,2016/2/16,6.292054527
21453,35,1,2016/3/29,5.722768363
21454,35,1,2016/1/25,6.292054527
21455,35,1,2016/1/12,5.722768363
21456,40,1,2016/2/13,6.292054527
21457,45,1,2016/3/16,5.292153929
21458,40,1,2016/2/3,6.153413856
21459,45,1,2016/3/14,5.97467729
21460,45,1,2015/12/5,5.722768363
21461,30,1,2015/12/2,6.292054527
21462,40,1,2016/3/30,5.97467729
21463,35,2,2016/5/17,6.292054527
21464,30,1,2016/6/9,5.292153929
21465,35,1,2016/2/7,5.97467729
21466,40,1,2016/3/22,6.292054527
21467,25,1,2016/5/20,5.292153929
21468,25,1,2016/2/25,6.153413856
21469,45,1,2016/2/26,6.153413856
21470,40,1,2016/2/18,6.153413856
21471,30,1,2016/4/20,5.292153929
21472,30,1,2016/3/29,5.292153929
21473,35,1,2016/2/25,5.292153929
21474,35,2,2016/6/26,6.292054527
21475,35,1,2015/12/17,6.292054527
21476,30,1,2016/3/21,5.292153929
21477,35,1,2015/12/18,6.292054527
21478,50,1,2016/6/23,5.97467729
21479,35,2,2016/5/28,6.292054527
21480,30,1,2015/12/17,5.292153929
21481,35,1,2016/2/16,5.97467729
21482,30,1,2016/1/2,6.153413856
21483,30,1,2016/4/14,6.292054527
21484,35,1,2016/3/31,6.153413856
21485,30,1,2016/4/20,5.97467729
21486,30,1,2016/3/17,6.153413856
21487,35,1,2016/1/13,6.153413856
21488,35,1,2016/3/1,5.722768363
21489,45,1,2016/2/22,6.292054527
21490,35,1,2016/2/2,5.722768363
21491,40,1,2016/6/8,5.292153929
21492,35,1,2016/5/19,6.292054527
21493,30,1,2016/6/13,6.153413856
21494,35,1,2016/6/16,6.292054527
21495,35,1,2016/6/29,6.292054527
21496,25,1,2016/5/21,5.722768363
21497,35,1,2016/6/26,6.292054527
21498,35,1,2016/1/2,5.97467729
21499,35,1,2015/12/5,5.722768363
21500,35,1,2016/2/16,5.722768363
21501,35,1,2016/2/1,6.153413856
21502,35,1,2016/5/9,5.97467729
21503,35,1,2016/3/18,6.153413856
21504,25,1,2016/2/16,5.292153929
21505,40,1,2016/1/28,5.97467729
21506,35,1,2016/3/26,5.292153929
21507,40,1,2016/2/24,6.292054527
21508,35,1,2016/2/13,6.153413856
21509,30,1,2016/2/19,5.292153929
21510,35,1,2016/3/29,5.292153929
21511,30,1,2015/12/30,5.292153929
21512,40,1,2016/1/29,5.722768363
21513,30,1,2016/3/17,5.722768363
21514,30,1,2016/5/21,5.292153929
21515,35,2,2016/4/28,6.153413856
21516,30,1,2016/1/14,5.97467729
21517,30,1,2016/2/16,6.153413856
21518,25,1,2016/4/20,5.722768363
21519,30,1,2015/12/31,6.153413856
21520,30,1,2016/1/28,5.292153929
21521,30,1,2016/4/26,5.722768363
21522,25,1,2015/12/24,5.722768363
21523,30,1,2016/1/27,6.153413856
21524,35,1,2016/2/16,6.292054527
21525,25,1,2016/5/2,5.292153929
21526,25,1,2016/4/3,6.153413856
21527,35,2,2016/1/28,5.722768363
21528,25,1,2016/3/18,5.292153929
21529,35,1,2016/2/16,6.292054527
21530,35,1,2016/1/28,6.292054527
21531,35,1,2016/6/16,5.722768363
21532,25,1,2016/3/28,5.722768363
21533,35,1,2016/4/5,5.292153929
21534,35,1,2016/4/28,5.97467729
21535,30,1,2016/5/15,5.292153929
21536,30,1,2015/12/20,5.97467729
21537,30,2,2016/3/19,5.292153929
21538,40,1,2016/3/17,6.153413856
21539,35,1,2016/5/3,5.97467729
21540,35,1,2016/5/19,5.292153929
21541,30,1,2016/6/20,6.292054527
21542,35,1,2016/1/28,5.722768363
21543,30,1,2015/12/30,5.292153929
21544,30,1,2016/6/2,5.292153929
21545,25,1,2015/12/11,5.722768363
21546,40,1,2016/5/11,5.97467729
21547,35,1,2015/12/3,6.292054527
21548,30,2,2016/3/28,5.292153929
21549,35,2,2016/6/20,5.292153929
21550,30,1,2016/2/5,5.292153929
21551,30,1,2016/4/16,5.97467729
21552,45,1,2016/2/16,6.292054527
21553,30,1,2016/5/18,5.292153929
21554,30,1,2016/3/29,6.292054527
21555,40,1,2016/1/3,5.722768363
21556,40,1,2016/5/27,6.153413856
21557,25,1,2016/6/8,5.722768363
21558,30,1,2016/2/16,5.97467729
21559,30,1,2016/4/16,6.292054527
21560,30,1,2015/12/17,5.292153929
21561,50,1,2016/6/13,5.97467729
21562,35,2,2016/6/18,6.292054527
21563,35,1,2016/1/9,5.97467729
21564,30,1,2016/4/15,5.722768363
21565,35,2,2016/2/4,5.97467729
21566,30,1,2016/6/10,6.292054527
21567,35,1,2015/12/28,5.97467729
21568,25,1,2016/4/28,6.153413856
21569,25,1,2016/4/30,5.722768363
21570,30,1,2016/6/27,6.153413856
21571,40,1,2015/12/17,6.292054527
21572,35,1,2016/4/24,6.292054527
21573,30,1,2016/1/6,6.292054527
21574,30,1,2015/12/17,5.97467729
21575,35,1,2016/4/24,6.292054527
21576,25,1,2016/2/18,5.292153929
21577,25,1,2016/2/5,5.292153929
21578,30,1,2016/2/17,5.722768363
21579,50,1,2016/3/17,5.722768363
21580,45,1,2016/3/11,6.292054527
21581,30,1,2016/3/20,5.722768363
21582,35,1,2016/3/29,5.722768363
21583,45,2,2016/4/5,5.292153929
21584,30,1,2015/12/29,6.292054527
21585,25,1,2016/6/17,5.292153929
21586,35,1,2016/1/28,5.722768363
21587,40,2,2016/4/30,5.722768363
21588,30,2,2016/3/14,5.292153929
21589,30,1,2016/3/23,5.722768363
21590,25,1,2016/1/9,5.722768363
21591,40,1,2015/12/18,5.97467729
21592,30,1,2016/4/15,5.292153929
21593,30,1,2016/1/1,6.153413856
21594,40,1,2015/12/17,6.292054527
21595,25,2,2016/3/15,5.292153929
21596,25,1,2016/3/21,5.722768363
21597,30,1,2016/6/23,5.292153929
21598,30,1,2015/12/19,6.292054527
21599,25,1,2016/2/16,5.97467729
21600,35,2,2016/3/16,5.97467729
21601,30,1,2016/3/15,5.292153929
21602,35,1,2016/1/23,6.292054527
21603,25,1,2016/6/11,5.722768363
21604,30,1,2015/12/29,5.97467729
21605,35,1,2016/1/28,6.292054527
21606,35,1,2016/4/5,6.153413856
21607,25,2,2016/4/4,5.722768363
21608,35,1,2016/1/28,5.97467729
21609,30,1,2016/6/20,6.292054527
21610,25,1,2015/12/17,5.97467729
21611,40,1,2016/1/28,5.292153929
21612,25,1,2015/12/28,5.722768363
21613,30,1,2015/12/4,5.97467729
21614,40,1,2016/6/1,5.292153929
21615,30,1,2016/2/4,5.292153929
21616,30,2,2016/6/2,5.292153929
21617,30,1,2015/12/2,5.722768363
21618,30,1,2016/6/6,6.153413856
21619,30,1,2015/12/30,6.153413856
21620,25,1,2015/12/21,5.97467729
21621,35,1,2015/12/18,6.292054527
21622,25,1,2015/12/17,5.292153929
21623,40,1,2016/1/16,5.97467729
21624,35,1,2015/12/17,5.97467729
21625,30,1,2016/3/13,5.722768363
21626,30,1,2016/4/30,5.292153929
21627,30,1,2016/5/10,5.292153929
21628,35,1,2016/6/28,5.292153929
21629,35,1,2016/3/25,6.292054527
21630,25,1,2016/2/29,5.292153929
21631,35,1,2016/6/2,5.722768363
21632,35,1,2016/1/31,6.292054527
21633,30,1,2016/3/22,5.97467729
21634,45,2,2016/4/14,5.97467729
21635,45,2,2016/3/29,5.292153929
21636,35,1,2016/3/15,5.722768363
21637,25,1,2016/2/1,5.722768363
21638,30,1,2015/12/3,5.722768363
21639,35,1,2015/12/31,6.153413856
21640,30,1,2016/3/17,5.722768363
21641,30,2,2015/12/22,6.292054527
21642,35,2,2016/2/25,5.722768363
21643,35,2,2016/3/17,5.292153929
21644,40,1,2016/6/16,5.722768363
21645,30,1,2015/12/8,5.292153929
21646,30,1,2016/5/18,5.722768363
21647,35,1,2016/5/4,6.292054527
21648,30,1,2016/4/15,5.97467729
21649,50,2,2016/1/21,6.292054527
21650,30,1,2016/3/15,5.722768363
21651,45,1,2016/1/6,5.97467729
21652,25,1,2016/1/28,6.153413856
21653,30,1,2016/2/2,5.97467729
21654,40,1,2016/2/10,6.153413856
21655,30,1,2016/1/9,5.97467729
21656,50,1,2016/6/15,6.292054527
21657,45,2,2016/5/17,6.292054527
21658,35,1,2016/3/31,6.153413856
21659,30,1,2016/2/3,5.97467729
21660,40,1,2016/3/27,6.153413856
21661,30,1,2015/12/23,6.292054527
21662,25,1,2016/6/16,5.722768363
21663,40,1,2016/3/5,6.292054527
21664,30,1,2016/5/19,6.292054527
21665,50,2,2016/1/2,5.722768363
21666,45,1,2016/6/4,5.722768363
21667,30,1,2015/12/2,5.722768363
21668,40,1,2016/6/19,6.153413856
21669,40,1,2016/3/29,5.722768363
21670,35,2,2016/6/16,5.97467729
21671,35,1,2016/6/28,6.292054527
21672,30,1,2016/2/12,5.292153929
21673,35,1,2016/1/27,5.97467729
21674,30,1,2016/4/16,5.722768363
21675,35,2,2016/6/22,5.722768363
21676,35,2,2016/4/23,5.722768363
21677,45,1,2016/1/19,6.292054527
21678,35,2,2016/2/16,6.292054527
21679,35,1,2016/1/28,6.153413856
21680,40,2,2016/2/15,5.292153929
21681,50,1,2016/3/5,6.292054527
21682,30,1,2015/12/31,6.292054527
21683,35,2,2016/3/12,5.722768363
21684,30,1,2016/6/16,6.153413856
21685,40,1,2015/12/3,5.97467729
21686,35,1,2016/6/28,5.97467729
21687,30,1,2016/4/28,5.292153929
21688,50,1,2016/5/29,6.292054527
21689,35,1,2016/2/6,5.97467729
21690,30,1,2015/12/2,6.292054527
21691,35,1,2016/5/11,6.153413856
21692,35,1,2015/12/3,6.292054527
21693,40,1,2016/1/30,6.153413856
21694,30,1,2015/12/17,5.97467729
21695,25,1,2016/4/20,6.292054527
21696,25,1,2016/6/3,5.292153929
21697,35,1,2016/1/10,6.153413856
21698,35,1,2016/6/11,6.292054527
21699,30,1,2016/1/2,6.153413856
21700,30,1,2015/12/9,6.153413856
21701,30,1,2016/1/28,6.292054527
21702,40,1,2016/6/16,5.97467729
21703,30,1,2016/6/7,5.292153929
21704,35,1,2016/4/13,5.292153929
21705,35,1,2015/12/17,5.722768363
21706,30,1,2015/12/20,6.292054527
21707,30,1,2016/4/26,5.97467729
21708,40,1,2016/4/15,5.97467729
21709,45,1,2016/5/28,5.722768363
21710,30,1,2016/2/26,5.97467729
21711,35,1,2016/3/18,6.153413856
21712,25,1,2016/6/20,5.292153929
21713,35,1,2016/3/11,5.97467729
21714,35,1,2016/1/5,6.292054527
21715,30,1,2015/12/31,5.97467729
21716,35,1,2016/6/21,5.97467729
21717,30,1,2016/4/23,6.292054527
21718,30,1,2016/5/18,5.97467729
21719,30,1,2016/5/19,6.292054527
21720,35,1,2016/1/7,6.292054527
21721,30,1,2016/5/31,5.292153929
21722,35,2,2016/2/24,6.292054527
21723,35,1,2016/1/27,6.292054527
21724,35,1,2016/1/5,6.153413856
21725,25,1,2016/5/28,5.97467729
21726,50,1,2016/3/27,5.292153929
21727,35,1,2016/5/10,6.292054527
21728,35,1,2016/3/17,6.292054527
21729,35,1,2015/12/16,6.292054527
21730,45,1,2015/12/2,5.97467729
21731,35,1,2015/12/17,5.722768363
21732,25,1,2016/3/23,5.292153929
21733,25,1,2016/4/26,6.153413856
21734,35,2,2016/6/16,5.722768363
21735,30,1,2016/6/3,6.292054527
21736,30,1,2016/6/21,6.153413856
21737,35,1,2016/4/24,6.292054527
21738,30,1,2015/12/5,5.722768363
21739,35,1,2016/4/14,6.292054527
21740,40,1,2015/12/28,5.97467729
21741,35,1,2015/12/18,6.292054527
21742,35,1,2015/12/23,6.292054527
21743,35,1,2016/2/16,6.292054527
21744,45,1,2016/2/16,6.292054527
21745,25,1,2015/12/31,6.292054527
21746,30,1,2016/6/6,5.97467729
21747,35,1,2015/12/2,6.292054527
21748,30,2,2016/2/2,6.292054527
21749,25,2,2016/4/22,5.292153929
21750,30,1,2016/6/17,5.292153929
21751,30,1,2016/5/20,5.722768363
21752,35,1,2016/1/31,5.292153929
21753,40,1,2016/1/28,6.153413856
21754,35,1,2016/4/23,6.153413856
21755,30,1,2016/2/18,6.292054527
21756,25,1,2016/6/20,5.97467729
21757,25,1,2016/5/7,5.722768363
21758,35,1,2016/4/12,6.153413856
21759,35,1,2016/2/16,5.97467729
21760,35,2,2015/12/30,5.722768363
21761,35,1,2016/4/22,6.292054527
21762,40,2,2016/3/12,6.153413856
21763,30,1,2016/5/10,5.722768363
21764,30,1,2016/2/16,6.153413856
21765,30,2,2016/1/12,5.722768363
21766,40,2,2016/1/29,6.292054527
21767,35,1,2016/4/14,5.292153929
21768,50,1,2015/12/17,6.292054527
21769,30,1,2016/5/13,6.153413856
21770,45,1,2016/1/31,5.722768363
21771,25,1,2016/4/7,5.292153929
21772,35,1,2016/2/1,6.292054527
21773,35,1,2016/2/3,5.722768363
21774,30,2,2015/12/16,6.292054527
21775,35,1,2016/1/28,5.722768363
21776,35,1,2015/12/17,5.97467729
21777,35,1,2016/3/22,6.153413856
21778,45,1,2015/12/30,5.97467729
21779,20,2,2016/2/18,5.97467729
21780,25,1,2016/2/10,6.153413856
21781,40,1,2016/2/16,5.722768363
21782,30,1,2016/2/16,5.722768363
21783,35,1,2016/5/11,5.722768363
21784,35,1,2016/1/6,5.722768363
21785,40,1,2016/4/21,5.292153929
21786,35,1,2016/2/16,5.292153929
21787,40,2,2016/6/7,6.292054527
21788,40,1,2016/6/21,6.292054527
21789,30,2,2016/5/3,5.722768363
21790,40,1,2016/4/14,6.292054527
21791,35,1,2016/3/15,6.153413856
21792,30,1,2016/1/28,6.292054527
21793,30,1,2015/12/18,5.97467729
21794,45,1,2016/4/12,5.292153929
21795,30,1,2016/1/27,5.722768363
21796,30,1,2016/6/20,6.292054527
21797,25,1,2016/5/12,5.97467729
21798,35,1,2016/5/21,5.722768363
21799,30,1,2015/12/31,5.292153929
21800,30,1,2016/1/2,5.722768363
21801,30,1,2016/1/27,6.292054527
21802,35,1,2016/1/29,6.292054527
21803,35,1,2016/6/2,6.292054527
21804,30,1,2016/1/3,5.97467729
21805,45,1,2016/1/27,5.722768363
21806,35,2,2016/2/21,6.153413856
21807,40,1,2015/12/19,6.292054527
21808,45,1,2016/4/18,5.722768363
21809,30,1,2016/3/29,5.292153929
21810,40,1,2016/3/16,5.292153929
21811,30,1,2016/3/26,5.722768363
21812,35,1,2016/4/20,6.153413856
21813,35,1,2016/2/9,5.722768363
21814,30,1,2016/4/14,6.292054527
21815,35,1,2016/4/21,5.722768363
21816,40,1,2016/3/30,5.722768363
21817,40,1,2016/6/7,5.97467729
21818,30,1,2016/3/14,6.153413856
21819,25,1,2016/1/27,6.292054527
21820,35,1,2016/1/4,6.292054527
21821,45,1,2016/3/1,6.292054527
21822,30,1,2016/6/16,6.292054527
21823,40,1,2016/4/23,5.97467729
21824,40,1,2016/1/28,6.292054527
21825,30,1,2016/3/19,5.97467729
21826,25,1,2015/12/18,6.292054527
21827,40,1,2016/5/21,6.153413856
21828,35,2,2016/2/16,5.722768363
21829,40,1,2015/12/17,5.97467729
21830,30,1,2016/2/26,6.153413856
21831,30,1,2016/5/31,5.292153929
21832,35,1,2015/12/5,6.292054527
21833,30,1,2016/1/28,5.97467729
21834,40,1,2016/6/9,6.292054527
21835,35,1,2016/5/9,5.292153929
21836,30,1,2016/3/24,5.722768363
21837,30,2,2016/2/16,5.722768363
21838,35,1,2016/6/17,6.292054527
21839,30,1,2016/5/24,5.292153929
21840,35,1,2015/12/30,6.292054527
21841,25,1,2016/6/16,6.153413856
21842,40,1,2016/2/4,5.292153929
21843,30,1,2016/1/30,5.97467729
21844,35,2,2016/4/29,5.97467729
21845,30,1,2016/5/16,6.292054527
21846,45,1,2015/12/24,6.292054527
21847,35,1,2016/5/10,5.292153929
21848,40,1,2016/2/16,5.722768363
21849,25,1,2016/3/15,5.722768363
21850,30,1,2016/1/29,5.97467729
21851,35,1,2016/5/4,6.292054527
21852,25,1,2016/3/26,5.292153929
21853,40,1,2016/1/27,6.153413856
21854,30,1,2016/4/28,5.722768363
21855,30,1,2015/12/17,6.292054527
21856,30,1,2016/6/7,5.292153929
21857,45,1,2016/4/15,6.292054527
21858,30,1,2016/6/19,6.292054527
21859,25,1,2016/3/14,5.722768363
21860,35,1,2016/1/3,5.292153929
21861,35,1,2016/4/24,6.292054527
21862,25,1,2016/6/13,5.292153929
21863,30,1,2016/1/9,6.292054527
21864,30,1,2016/1/11,6.292054527
21865,30,1,2015/12/17,5.722768363
21866,30,1,2016/2/22,6.292054527
21867,30,2,2016/3/12,5.292153929
21868,40,1,2016/4/8,5.292153929
21869,35,1,2016/1/29,5.292153929
21870,35,1,2016/5/3,6.292054527
21871,25,1,2016/1/6,5.292153929
21872,30,1,2016/4/28,5.722768363
21873,25,1,2016/5/19,5.292153929
21874,30,1,2016/5/21,5.292153929
21875,30,1,2016/1/25,5.292153929
21876,30,2,2016/3/6,5.722768363
21877,30,1,2016/1/17,5.722768363
21878,30,1,2016/6/20,6.153413856
21879,35,1,2016/1/28,6.292054527
21880,30,2,2016/2/3,5.97467729
21881,40,1,2016/2/6,5.97467729
21882,25,1,2016/6/2,5.292153929
21883,35,1,2016/1/22,5.97467729
21884,35,1,2016/4/15,6.292054527
21885,40,1,2016/1/5,6.292054527
21886,25,1,2016/5/24,5.292153929
21887,35,1,2016/5/25,6.292054527
21888,25,1,2016/3/16,5.292153929
21889,20,1,2016/5/30,5.292153929
21890,35,1,2015/12/17,5.97467729
21891,40,1,2016/2/16,5.97467729
21892,35,1,2015/12/29,5.97467729
21893,30,1,2016/1/28,5.722768363
21894,30,1,2016/3/3,5.722768363
21895,30,1,2016/3/15,6.153413856
21896,30,1,2016/2/2,5.97467729
21897,35,1,2015/12/4,6.292054527
21898,30,1,2016/4/19,5.722768363
21899,25,1,2016/1/29,5.722768363
21900,35,1,2016/5/30,6.292054527
21901,30,1,2016/1/28,6.153413856
21902,30,1,2016/4/15,6.153413856
21903,35,1,2016/3/17,5.292153929
21904,35,1,2015/12/3,6.292054527
21905,30,1,2016/3/15,6.292054527
21906,30,1,2016/5/13,5.97467729
21907,30,1,2016/3/17,5.722768363
21908,30,1,2016/3/29,5.722768363
21909,35,1,2016/2/13,6.292054527
21910,40,1,2016/6/17,6.292054527
21911,30,1,2016/5/24,5.292153929
21912,35,1,2016/2/23,6.292054527
21913,25,1,2016/3/30,5.292153929
21914,30,1,2016/5/27,5.292153929
21915,40,1,2016/6/28,5.292153929
21916,35,1,2016/3/30,5.97467729
21917,30,1,2016/6/28,6.292054527
21918,35,1,2015/12/17,6.292054527
21919,35,1,2016/4/14,6.292054527
21920,35,2,2016/4/29,6.153413856
21921,50,2,2016/1/29,5.97467729
21922,30,1,2016/5/21,5.722768363
21923,30,1,2015/12/17,6.292054527
21924,40,1,2016/4/21,5.97467729
21925,30,1,2016/6/16,5.292153929
21926,30,1,2015/12/7,6.292054527
21927,30,1,2016/1/28,5.292153929
21928,25,1,2016/1/28,5.292153929
21929,30,1,2016/1/29,5.292153929
21930,35,1,2016/1/27,5.292153929
21931,30,1,2016/1/1,5.292153929
21932,30,2,2015/12/17,6.292054527
21933,30,1,2016/6/1,6.292054527
21934,40,1,2016/4/25,6.153413856
21935,25,1,2016/5/28,5.292153929
21936,30,1,2016/6/16,6.292054527
21937,35,1,2016/6/16,6.292054527
21938,35,1,2016/1/1,5.722768363
21939,40,1,2016/2/11,6.292054527
21940,25,1,2016/5/7,5.292153929
21941,35,1,2016/1/7,6.153413856
21942,35,2,2016/4/27,5.97467729
21943,30,1,2016/6/16,5.97467729
21944,30,1,2016/6/13,5.292153929
21945,30,1,2016/4/8,5.292153929
21946,25,1,2016/5/8,5.292153929
21947,30,1,2016/2/2,6.153413856
21948,35,1,2016/4/19,6.292054527
21949,25,1,2016/6/22,5.97467729
21950,35,1,2015/12/20,6.292054527
21951,30,1,2016/3/22,5.97467729
21952,35,1,2016/2/16,6.292054527
21953,50,1,2016/5/24,6.292054527
21954,30,1,2016/3/27,5.97467729
21955,35,1,2015/12/3,6.292054527
21956,40,1,2016/6/24,6.153413856
21957,30,1,2016/3/4,5.292153929
21958,30,1,2016/6/16,5.292153929
21959,35,1,2015/12/3,6.292054527
21960,25,1,2016/1/11,6.292054527
21961,25,1,2016/4/4,5.292153929
21962,45,1,2016/5/2,6.292054527
21963,40,1,2016/5/27,5.97467729
21964,25,1,2016/5/25,5.722768363
21965,30,1,2015/12/9,6.292054527
21966,30,2,2016/4/20,6.292054527
21967,30,1,2015/12/17,5.97467729
21968,35,2,2016/4/26,5.292153929
21969,30,2,2016/6/16,5.97467729
21970,25,1,2016/2/25,5.292153929
21971,25,1,2015/12/17,6.292054527
21972,30,1,2016/2/1,6.153413856
21973,35,2,2016/1/28,6.292054527
21974,40,1,2016/1/23,6.153413856
21975,25,1,2016/4/19,6.153413856
21976,25,1,2016/4/27,6.292054527
21977,40,1,2016/6/2,6.153413856
21978,20,1,2016/6/13,5.292153929
21979,25,1,2016/6/3,5.292153929
21980,25,1,2015/12/17,5.292153929
21981,45,1,2016/3/16,5.292153929
21982,30,2,2016/4/16,5.722768363
21983,40,1,2016/4/17,5.722768363
21984,25,2,2015/12/7,6.292054527
21985,25,1,2016/1/28,5.722768363
21986,30,1,2016/6/22,5.292153929
21987,40,1,2015/12/2,6.292054527
21988,30,1,2015/12/2,6.292054527
21989,45,1,2016/2/16,5.292153929
21990,30,1,2016/1/19,6.292054527
21991,40,1,2016/1/6,6.292054527
21992,35,2,2016/2/1,6.153413856
21993,25,2,2016/6/7,5.722768363
21994,30,1,2016/1/6,5.722768363
21995,30,1,2016/3/16,5.722768363
21996,35,1,2015/12/31,6.292054527
21997,40,2,2016/5/6,6.292054527
21998,30,2,2016/3/28,5.97467729
21999,30,1,2016/3/19,6.153413856
22000,25,1,2016/3/14,6.153413856
22001,30,1,2016/2/16,5.292153929
22002,25,1,2016/2/15,5.292153929
22003,35,1,2016/1/28,6.153413856
22004,35,1,2015/12/17,6.292054527
22005,40,1,2015/12/17,5.722768363
22006,25,1,2016/5/4,5.722768363
22007,35,1,2016/1/28,6.292054527
22008,35,1,2016/5/16,5.97467729
22009,25,2,2016/4/19,5.292153929
22010,50,1,2016/3/5,5.97467729
22011,40,1,2016/5/7,5.722768363
22012,30,1,2016/3/29,6.153413856
22013,45,1,2016/3/13,6.153413856
22014,35,1,2016/1/21,6.292054527
22015,40,1,2016/6/8,6.292054527
22016,30,1,2016/5/21,5.97467729
22017,25,1,2016/6/16,5.722768363
22018,40,1,2016/2/4,6.292054527
22019,30,2,2016/4/29,5.722768363
22020,25,1,2016/3/29,5.722768363
22021,35,1,2016/5/31,6.292054527
22022,35,1,2015/12/22,5.97467729
22023,25,2,2016/1/29,5.292153929
22024,40,1,2016/1/12,5.722768363
22025,25,1,2016/6/17,6.153413856
22026,30,1,2016/1/11,6.292054527
22027,35,1,2015/12/17,6.292054527
22028,30,1,2016/2/16,6.153413856
22029,40,1,2016/5/2,5.722768363
22030,30,1,2016/1/28,5.722768363
22031,25,2,2016/4/28,5.292153929
22032,40,1,2016/6/5,5.97467729
22033,35,1,2016/4/28,5.722768363
22034,30,1,2016/2/9,5.292153929
22035,35,1,2016/4/17,6.292054527
22036,30,2,2015/12/28,5.722768363
22037,30,1,2016/3/28,5.292153929
22038,35,1,2016/1/28,5.292153929
22039,25,1,2016/3/23,5.292153929
22040,30,1,2016/2/22,6.153413856
22041,30,1,2016/3/16,5.722768363
22042,35,1,2015/12/17,6.292054527
22043,30,1,2016/5/31,5.97467729
22044,30,1,2015/12/7,6.292054527
22045,40,1,2016/1/29,5.722768363
22046,40,1,2016/1/8,6.292054527
22047,35,1,2016/3/11,6.153413856
22048,30,1,2015/12/17,5.292153929
22049,25,1,2016/4/14,6.153413856
22050,35,1,2016/3/15,5.292153929
22051,40,1,2016/2/16,6.292054527
22052,30,1,2016/2/7,6.153413856
22053,35,1,2016/3/18,5.722768363
22054,40,1,2016/5/4,5.97467729
22055,35,1,2016/5/2,6.292054527
22056,30,1,2016/1/1,6.153413856
22057,30,1,2016/4/15,6.292054527
22058,45,1,2016/1/3,5.97467729
22059,30,1,2016/2/16,6.292054527
22060,30,2,2016/6/19,5.97467729
22061,45,1,2016/5/12,5.97467729
22062,40,1,2016/4/20,6.292054527
22063,25,1,2016/3/14,5.292153929
22064,30,1,2016/5/21,5.97467729
22065,30,1,2016/6/22,5.97467729
22066,35,1,2016/5/6,6.292054527
22067,25,1,2015/12/17,6.292054527
22068,35,1,2016/2/17,6.153413856
22069,35,1,2016/5/16,5.292153929
22070,40,1,2016/4/14,6.153413856
22071,30,1,2015/12/19,5.292153929
22072,30,1,2016/4/20,6.292054527
22073,30,1,2016/2/4,5.97467729
22074,30,1,2016/6/16,6.292054527
22075,35,1,2016/6/25,6.292054527
22076,30,1,2015/12/31,5.97467729
22077,35,1,2016/2/16,6.153413856
22078,30,1,2016/5/23,6.153413856
22079,30,1,2016/4/29,5.292153929
22080,35,1,2015/12/18,6.292054527
22081,45,1,2016/5/21,6.292054527
22082,35,2,2016/4/2,5.722768363
22083,40,1,2015/12/21,5.722768363
22084,25,1,2016/5/12,5.292153929
22085,40,1,2016/4/9,5.97467729
22086,30,1,2015/12/16,5.722768363
22087,45,1,2015/12/17,6.292054527
22088,25,1,2016/4/25,5.292153929
22089,35,1,2016/3/17,5.722768363
22090,25,2,2016/6/21,5.292153929
22091,35,1,2016/1/10,6.292054527
22092,30,1,2015/12/20,5.97467729
22093,35,1,2016/6/20,6.292054527
22094,30,2,2016/1/28,5.722768363
22095,25,1,2016/1/21,5.722768363
22096,30,1,2015/12/29,5.292153929
22097,35,1,2016/5/2,5.292153929
22098,35,1,2016/3/17,5.292153929
22099,25,1,2016/1/9,5.97467729
22100,30,1,2016/2/16,5.97467729
22101,45,1,2015/12/17,6.292054527
22102,25,1,2015/12/17,5.722768363
22103,35,1,2016/2/8,6.292054527
22104,35,1,2016/3/16,6.292054527
22105,35,1,2015/12/17,5.97467729
22106,25,1,2016/6/17,6.292054527
22107,35,2,2015/12/31,5.97467729
22108,30,1,2016/2/8,6.292054527
22109,30,1,2016/5/11,6.292054527
22110,35,1,2016/6/7,5.292153929
22111,35,1,2016/3/30,6.292054527
