uid,month,loan_sum
11410,Nov-16,5.08809119
11411,Nov-16,5.97467729
11415,Nov-16,6.266691431
11423,Nov-16,5.931812567
11442,Nov-16,6.121545176
11443,Nov-16,6.425705932
11444,Nov-16,4.292650699
11450,Nov-16,5.931812567
11451,Nov-16,6.121545176
11461,Nov-16,6.014774739
11462,Nov-16,5.07059257
11465,Nov-16,5.885770109
11466,Nov-16,4.974842946
11480,Nov-16,5.722768363
11495,Nov-16,5.621800638
11497,Nov-16,4.40582999
11501,Nov-16,5.9536145
11512,Nov-16,5.931812567
11518,Nov-16,6.087953139
11519,Nov-16,3.862594545
11520,Nov-16,5.781982259
11523,Nov-16,5.722768363
11524,Nov-16,5.722768363
11527,Nov-16,6.014774739
11528,Nov-16,5.501180385
11530,Nov-16,5.405415974
11534,Nov-16,6.316422771
11537,Nov-16,5.722768363
11539,Nov-16,6.292054527
11542,Nov-16,4.723016822
11547,Nov-16,5.425786096
11556,Nov-16,5.722768363
11557,Nov-16,5.722768363
11564,Nov-16,5.781982259
11573,Nov-16,4.723016822
11577,Nov-16,5.405415974
11582,Nov-16,5.292153929
11583,Nov-16,6.405333138
11592,Nov-16,5.153538105
11607,Nov-16,6.153413856
11610,Nov-16,6.46077379
11616,Nov-16,6.266691431
11618,Nov-16,6.445431881
11625,Nov-16,5.787604729
11642,Nov-16,4.292650699
11646,Nov-16,5.690901317
11649,Nov-16,4.974842946
11657,Nov-16,6.722718659
11659,Nov-16,5.982906467
11663,Nov-16,4.723016822
11673,Nov-16,5.584137011
11676,Nov-16,4.292650699
11683,Nov-16,6.643293014
11684,Nov-16,5.584137011
11686,Nov-16,5.657311097
11689,Nov-16,5.292153929
11691,Nov-16,5.560391861
11692,Nov-16,4.974842946
11699,Nov-16,6.104976146
11707,Nov-16,4.8616016
11712,Nov-16,5.97467729
11713,Nov-16,6.153413856
11730,Nov-16,5.97467729
11731,Nov-16,6.014774739
11743,Nov-16,5.405415974
11764,Nov-16,6.153413856
11769,Nov-16,5.45514134
11770,Nov-16,4.974842946
11771,Nov-16,5.722768363
11775,Nov-16,5.962125487
11779,Nov-16,5.722768363
11781,Nov-16,5.292153929
11783,Nov-16,5.584137011
11784,Nov-16,4.974842946
11785,Nov-16,4.292650699
11787,Nov-16,5.501180385
11790,Nov-16,5.607008011
11793,Nov-16,5.501180385
11804,Nov-16,5.292153929
11807,Nov-16,3.862594545
11811,Nov-16,6.483098934
11814,Nov-16,6.087953139
11815,Nov-16,6.895217943
11831,Nov-16,5.690901317
11840,Nov-16,6.684274102
11848,Nov-16,5.292153929
11849,Nov-16,6.292054527
11855,Nov-16,6.758922464
11862,Nov-16,5.97467729
11868,Nov-16,5.153538105
11880,Nov-16,5.584137011
11881,Nov-16,6.292054527
11894,Nov-16,6.373463912
11898,Nov-16,5.405415974
11901,Nov-16,4.723016822
11902,Nov-16,5.292153929
11910,Nov-16,6.153413856
11913,Nov-16,3.862594545
11915,Nov-16,5.292153929
11921,Nov-16,6.552205383
11926,Nov-16,6.240248782
11929,Nov-16,5.351362178
11930,Nov-16,6.153413856
11936,Nov-16,5.405415974
11938,Nov-16,4.909401781
11942,Nov-16,5.722768363
11943,Nov-16,7.957843713
11945,Nov-16,6.405333138
11952,Nov-16,4.292650699
11953,Nov-16,5.153538105
11955,Nov-16,6.316422771
11959,Nov-16,4.974842946
11961,Nov-16,5.405415974
11968,Nov-16,5.153538105
11972,Nov-16,4.723016822
11973,Nov-16,6.104976146
11977,Nov-16,6.33987127
11983,Nov-16,5.226703564
11985,Nov-16,4.292650699
11987,Nov-16,5.501180385
12002,Nov-16,4.544373396
12006,Nov-16,5.153538105
12008,Nov-16,7.153389004
12018,Nov-16,4.584447562
12022,Nov-16,6.405333138
12023,Nov-16,5.014930043
12035,Nov-16,6.153413856
12036,Nov-16,5.97467729
12037,Nov-16,6.710166265
12038,Nov-16,6.405333138
12039,Nov-16,5.722768363
12047,Nov-16,5.153538105
12055,Nov-16,5.292153929
12058,Nov-16,4.723016822
12066,Nov-16,5.292153929
12068,Nov-16,6.153413856
12073,Nov-16,6.445431881
12077,Nov-16,4.544373396
12080,Nov-16,5.584137011
12085,Nov-16,4.8616016
12096,Nov-16,6.292054527
12110,Nov-16,5.722768363
12112,Nov-16,4.723016822
12117,Nov-16,6.483098934
12118,Nov-16,5.722768363
12119,Nov-16,6.087953139
12124,Nov-16,3.862594545
12131,Nov-16,6.153413856
12132,Nov-16,4.974842946
12134,Nov-16,4.071302059
12135,Nov-16,5.657311097
12138,Nov-16,6.560327312
12139,Nov-16,6.552205383
12140,Nov-16,6.316422771
12143,Nov-16,6.405333138
12148,Nov-16,6.153413856
12152,Nov-16,4.544373396
12154,Nov-16,4.723016822
12167,Nov-16,5.54404215
12170,Nov-16,5.716524366
12171,Nov-16,5.885770109
12176,Nov-16,5.836040761
12189,Nov-16,6.584074882
12194,Nov-16,6.584074882
12195,Nov-16,3.862594545
12200,Nov-16,5.657311097
12208,Nov-16,6.584074882
12210,Nov-16,5.82031125
12216,Nov-16,6.846269403
12218,Nov-16,6.153413856
12224,Nov-16,5.584137011
12225,Nov-16,3.862594545
12226,Nov-16,5.584137011
12235,Nov-16,5.722768363
12238,Nov-16,6.405333138
12247,Nov-16,5.97467729
12250,Nov-16,5.501180385
12256,Nov-16,6.266691431
12261,Nov-16,5.292153929
12262,Nov-16,4.723016822
12263,Nov-16,5.995049416
12264,Nov-16,4.292650699
12266,Nov-16,4.974842946
12273,Nov-16,6.316422771
12284,Nov-16,5.657311097
12285,Nov-16,5.885770109
12287,Nov-16,4.544373396
12304,Nov-16,6.087953139
12316,Nov-16,6.518612438
12323,Nov-16,5.07059257
12325,Nov-16,5.07059257
12327,Nov-16,4.544373396
12330,Nov-16,5.643349495
12342,Nov-16,6.362466936
12346,Nov-16,4.723016822
12350,Nov-16,6.153413856
12367,Nov-16,4.723016822
12375,Nov-16,5.885770109
12381,Nov-16,5.690901317
12382,Nov-16,5.351362178
12383,Nov-16,6.466430728
12384,Nov-16,5.722768363
12389,Nov-16,5.885770109
12397,Nov-16,6.183727411
12400,Nov-16,5.584137011
12401,Nov-16,4.931990053
12405,Nov-16,4.723016822
12410,Nov-16,5.483172026
12413,Nov-16,3.862594545
12417,Nov-16,5.781982259
12420,Nov-16,5.584137011
12425,Nov-16,6.464550799
12429,Nov-16,6.121545176
12430,Nov-16,5.899944587
12432,Nov-16,5.405415974
12434,Nov-16,5.07059257
12437,Nov-16,5.292153929
12438,Nov-16,5.501180385
12442,Nov-16,5.97467729
12444,Nov-16,5.793176777
12446,Nov-16,5.781982259
12447,Nov-16,5.97467729
12456,Nov-16,5.351362178
12460,Nov-16,6.584074882
12467,Nov-16,4.292650699
12477,Nov-16,5.292153929
12478,Nov-16,5.226703564
12479,Nov-16,5.836040761
12481,Nov-16,6.289564303
12483,Nov-16,3.975670565
12485,Nov-16,6.240248782
12489,Nov-16,5.153538105
12492,Nov-16,4.292650699
12493,Nov-16,6.316422771
12494,Nov-16,4.974842946
12505,Nov-16,4.974842946
12507,Nov-16,6.266691431
12508,Nov-16,6.153413856
12509,Nov-16,5.351362178
12510,Nov-16,6.949280367
12511,Nov-16,6.240248782
12531,Nov-16,5.07059257
12532,Nov-16,5.657311097
12536,Nov-16,6.405333138
12541,Nov-16,6.445431881
12547,Nov-16,5.54404215
12549,Nov-16,5.45514134
12550,Nov-16,5.292153929
12554,Nov-16,4.292650699
12557,Nov-16,4.071302059
12561,Nov-16,4.974842946
12565,Nov-16,5.97467729
12592,Nov-16,6.643293014
12593,Nov-16,5.226703564
12596,Nov-16,5.351362178
12606,Nov-16,6.535635912
12608,Nov-16,5.722768363
12610,Nov-16,6.212630577
12614,Nov-16,6.405333138
12616,Nov-16,5.885770109
12629,Nov-16,5.584137011
12631,Nov-16,5.657311097
12633,Nov-16,6.292054527
12646,Nov-16,5.153538105
12648,Nov-16,6.584074882
12657,Nov-16,4.836247821
12658,Nov-16,3.862594545
12661,Nov-16,6.153413856
12674,Nov-16,5.226703564
12683,Nov-16,6.518612438
12685,Nov-16,5.153538105
12692,Nov-16,5.97467729
12698,Nov-16,5.9536145
12699,Nov-16,5.153538105
12712,Nov-16,5.584137011
12718,Nov-16,6.445431881
12721,Nov-16,6.599416886
12728,Nov-16,3.975670565
12732,Nov-16,6.240248782
12733,Nov-16,5.292153929
12739,Nov-16,5.722768363
12745,Nov-16,5.931812567
12746,Nov-16,5.657311097
12748,Nov-16,5.657311097
12756,Nov-16,3.975670565
12763,Nov-16,6.553838285
12765,Nov-16,6.087953139
12767,Nov-16,5.909217723
12778,Nov-16,5.405415974
12783,Nov-16,6.087953139
12784,Nov-16,5.584137011
12786,Nov-16,6.153413856
12787,Nov-16,5.722768363
12789,Nov-16,4.885961244
12792,Nov-16,7.445416348
12803,Nov-16,6.735022479
12804,Nov-16,4.544373396
12805,Nov-16,6.405333138
12810,Nov-16,4.544373396
12811,Nov-16,6.271847554
12812,Nov-16,5.684326978
12814,Nov-16,5.836040761
12816,Nov-16,4.292650699
12817,Nov-16,5.97467729
12826,Nov-16,3.862594545
12827,Nov-16,5.931812567
12833,Nov-16,4.292650699
12839,Nov-16,6.781937074
12842,Nov-16,4.292650699
12843,Nov-16,5.97467729
12844,Nov-16,5.153538105
12845,Nov-16,6.153413856
12847,Nov-16,4.753317069
12853,Nov-16,4.974842946
12855,Nov-16,4.974842946
12860,Nov-16,5.657311097
12863,Nov-16,6.560327312
12865,Nov-16,6.543975879
12866,Nov-16,6.405333138
12875,Nov-16,5.292153929
12882,Nov-16,4.544373396
12884,Nov-16,6.087953139
12891,Nov-16,3.862594545
12892,Nov-16,4.974842946
12898,Nov-16,4.885961244
12903,Nov-16,5.836040761
12919,Nov-16,6.05244065
12920,Nov-16,6.212630577
12932,Nov-16,3.862594545
12934,Nov-16,5.722768363
12936,Nov-16,6.183727411
12947,Nov-16,3.862594545
12950,Nov-16,4.723016822
12955,Nov-16,5.781982259
12958,Nov-16,6.584074882
12959,Nov-16,5.885770109
12965,Nov-16,5.722768363
12967,Nov-16,4.292650699
12989,Nov-16,4.723016822
12990,Nov-16,5.226703564
12993,Nov-16,5.292153929
12994,Nov-16,6.153413856
12996,Nov-16,5.292153929
12998,Nov-16,5.292153929
13004,Nov-16,4.974842946
13008,Nov-16,6.183727411
13012,Nov-16,4.8616016
13013,Nov-16,5.809599236
13033,Nov-16,5.836040761
13034,Nov-16,5.501180385
13039,Nov-16,5.292153929
13041,Nov-16,6.153413856
13046,Nov-16,5.292153929
13054,Nov-16,6.121545176
13060,Nov-16,6.394890639
13061,Nov-16,5.836040761
13063,Nov-16,4.974842946
13065,Nov-16,6.292054527
13067,Nov-16,5.226703564
13069,Nov-16,4.782208137
13071,Nov-16,5.292153929
13074,Nov-16,5.405415974
13077,Nov-16,5.722768363
13078,Nov-16,4.974842946
13080,Nov-16,6.212630577
13083,Nov-16,3.862594545
13097,Nov-16,4.953785867
13100,Nov-16,5.584137011
13102,Nov-16,5.292153929
13105,Nov-16,6.781937074
13106,Nov-16,5.722768363
13107,Nov-16,5.836040761
13108,Nov-16,6.405333138
13118,Nov-16,5.405415974
13119,Nov-16,5.292153929
13120,Nov-16,4.292650699
13123,Nov-16,6.584074882
13130,Nov-16,6.684274102
13134,Nov-16,5.722768363
13138,Nov-16,5.153538105
13141,Nov-16,5.97467729
13143,Nov-16,5.781982259
13148,Nov-16,4.974842946
13152,Nov-16,3.862594545
13153,Nov-16,6.405333138
13156,Nov-16,5.97467729
13157,Nov-16,5.890530954
13161,Nov-16,6.373463912
13167,Nov-16,5.552270782
13168,Nov-16,6.584074882
13170,Nov-16,6.070450575
13173,Nov-16,4.292650699
13177,Nov-16,5.657311097
13184,Nov-16,6.483098934
13187,Nov-16,5.722768363
13193,Nov-16,5.781982259
13194,Nov-16,5.880972502
13198,Nov-16,5.153538105
13201,Nov-16,5.51868147
13206,Nov-16,5.97467729
13208,Nov-16,6.087953139
13216,Nov-16,6.240248782
13221,Nov-16,5.292153929
13223,Nov-16,5.501180385
13225,Nov-16,5.153538105
13226,Nov-16,5.885770109
13239,Nov-16,4.292650699
13244,Nov-16,5.560391861
13250,Nov-16,5.183845743
13253,Nov-16,6.240248782
13254,Nov-16,6.292054527
13259,Nov-16,5.153538105
13261,Nov-16,5.405415974
13262,Nov-16,6.098222806
13271,Nov-16,5.657311097
13280,Nov-16,6.087953139
13281,Nov-16,6.014774739
13286,Nov-16,5.292153929
13300,Nov-16,4.292650699
13303,Nov-16,5.45514134
13307,Nov-16,5.781982259
13308,Nov-16,6.316422771
13311,Nov-16,3.862594545
13321,Nov-16,5.212743531
13322,Nov-16,4.974842946
13324,Nov-16,6.405333138
13325,Nov-16,5.362555688
13328,Nov-16,6.362466936
13343,Nov-16,3.862594545
13351,Nov-16,5.405415974
13352,Nov-16,5.153538105
13366,Nov-16,5.584137011
13369,Nov-16,4.723016822
13374,Nov-16,6.183727411
13382,Nov-16,6.672261066
13394,Nov-16,5.226703564
13403,Nov-16,6.212630577
13406,Nov-16,4.544373396
13411,Nov-16,6.266691431
13413,Nov-16,5.69740682
13418,Nov-16,6.501109382
13420,Nov-16,6.077510874
13424,Nov-16,4.974842946
13426,Nov-16,4.723016822
13427,Nov-16,6.405333138
13428,Nov-16,6.405333138
13440,Nov-16,5.722768363
13444,Nov-16,4.8616016
13447,Nov-16,5.836040761
13448,Nov-16,5.54404215
13456,Nov-16,6.212630577
13460,Nov-16,4.836247821
13466,Nov-16,3.862594545
13475,Nov-16,3.862594545
13476,Nov-16,6.735022479
13494,Nov-16,4.723016822
13498,Nov-16,5.999044896
13505,Nov-16,5.97467729
13507,Nov-16,5.153538105
13510,Nov-16,5.885770109
13513,Nov-16,5.690901317
13515,Nov-16,5.384355326
13524,Nov-16,5.483172026
13552,Nov-16,5.1688767
13561,Nov-16,5.885770109
13564,Nov-16,6.212630577
13573,Nov-16,4.8616016
13585,Nov-16,5.97467729
13594,Nov-16,6.014774739
13599,Nov-16,5.722768363
13603,Nov-16,6.05244065
13606,Nov-16,4.974842946
13609,Nov-16,5.885770109
13615,Nov-16,5.292153929
13622,Nov-16,5.657311097
13625,Nov-16,5.97467729
13629,Nov-16,5.995049416
13632,Nov-16,5.722768363
13633,Nov-16,5.435726077
13638,Nov-16,5.292153929
13642,Nov-16,6.05244065
13645,Nov-16,6.153413856
13654,Nov-16,6.501109382
13655,Nov-16,5.584137011
13663,Nov-16,5.292153929
13666,Nov-16,5.781982259
13669,Nov-16,5.722768363
13670,Nov-16,5.885770109
13674,Nov-16,6.153413856
13676,Nov-16,6.137683814
13679,Nov-16,5.722768363
13680,Nov-16,5.722768363
13683,Nov-16,5.97467729
13686,Nov-16,5.405415974
13697,Nov-16,6.104976146
13701,Nov-16,4.455523524
13706,Nov-16,5.885770109
13711,Nov-16,5.435726077
13719,Nov-16,4.723016822
13722,Nov-16,5.722768363
13735,Nov-16,5.722768363
13745,Nov-16,4.723016822
13752,Nov-16,5.292153929
13759,Nov-16,6.121545176
13761,Nov-16,6.425705932
13768,Nov-16,5.405415974
13773,Nov-16,5.722768363
13791,Nov-16,5.657311097
13796,Nov-16,6.153413856
13798,Nov-16,3.975670565
13799,Nov-16,5.65036951
13803,Nov-16,5.781982259
13806,Nov-16,4.723016822
13824,Nov-16,6.121545176
13826,Nov-16,5.08809119
13827,Nov-16,6.153413856
13833,Nov-16,4.723016822
13848,Nov-16,4.544373396
13850,Nov-16,5.501180385
13852,Nov-16,6.405333138
13853,Nov-16,7.014743673
13854,Nov-16,6.518612438
13856,Nov-16,4.974842946
13873,Nov-16,5.722768363
13874,Nov-16,5.97467729
13876,Nov-16,5.885770109
13891,Nov-16,6.483098934
13898,Nov-16,5.501180385
13899,Nov-16,5.97467729
13905,Nov-16,5.292153929
13907,Nov-16,5.722768363
13909,Nov-16,5.568408163
13919,Nov-16,3.862594545
13928,Nov-16,7.128025131
13930,Nov-16,5.292153929
13938,Nov-16,6.05244065
13939,Nov-16,4.8616016
13941,Nov-16,4.723016822
13947,Nov-16,5.722768363
13949,Nov-16,5.657311097
13952,Nov-16,3.862594545
13965,Nov-16,5.931812567
13968,Nov-16,5.722768363
13971,Nov-16,4.292650699
13972,Nov-16,4.723016822
13974,Nov-16,5.74113247
13976,Nov-16,5.153538105
13977,Nov-16,5.885770109
13978,Nov-16,6.153413856
13981,Nov-16,4.974842946
13989,Nov-16,4.723016822
13992,Nov-16,5.836040761
13996,Nov-16,3.862594545
13999,Nov-16,5.292153929
14002,Nov-16,6.584074882
14003,Nov-16,5.584137011
14005,Nov-16,6.584074882
14014,Nov-16,5.121675962
14015,Nov-16,6.405333138
14017,Nov-16,4.974842946
14020,Nov-16,6.212630577
14029,Nov-16,6.05244065
14034,Nov-16,6.316422771
14040,Nov-16,6.05244065
14057,Nov-16,5.722768363
14071,Nov-16,6.722718659
14077,Nov-16,5.836040761
14080,Nov-16,5.153538105
14087,Nov-16,5.292153929
14088,Nov-16,5.922872985
14112,Nov-16,5.781982259
14113,Nov-16,5.445509541
14114,Nov-16,7.094107945
14118,Nov-16,4.227255494
14120,Nov-16,5.153538105
14123,Nov-16,4.544373396
14124,Nov-16,4.974842946
14130,Nov-16,5.657311097
14131,Nov-16,6.584074882
14133,Nov-16,6.153413856
14135,Nov-16,5.501180385
14140,Nov-16,4.292650699
14142,Nov-16,6.183727411
14150,Nov-16,5.657311097
14154,Nov-16,5.607008011
14157,Nov-16,6.137683814
14162,Nov-16,5.394974879
14169,Nov-16,5.885770109
14186,Nov-16,4.8616016
14193,Nov-16,5.722768363
14194,Nov-16,6.153413856
14203,Nov-16,5.621800638
14206,Nov-16,4.723016822
14218,Nov-16,6.83599934
14221,Nov-16,4.723016822
14229,Nov-16,6.266691431
14232,Nov-16,5.464626106
14233,Nov-16,6.445431881
14235,Nov-16,5.292153929
14239,Nov-16,6.405333138
14243,Nov-16,6.316422771
14246,Nov-16,3.862594545
14251,Nov-16,3.862594545
14254,Nov-16,5.836040761
14256,Nov-16,5.384355326
14273,Nov-16,5.292153929
14274,Nov-16,5.931812567
14279,Nov-16,5.722768363
14283,Nov-16,6.121545176
14290,Nov-16,5.657311097
14323,Nov-16,6.153413856
14325,Nov-16,6.464550799
14329,Nov-16,6.384269633
14333,Nov-16,5.153538105
14334,Nov-16,5.351362178
14335,Nov-16,4.723016822
14343,Nov-16,6.585626242
14347,Nov-16,6.384269633
14351,Nov-16,6.153413856
14352,Nov-16,6.643293014
14353,Nov-16,5.584137011
14354,Nov-16,6.240248782
14360,Nov-16,5.405415974
14363,Nov-16,6.212630577
14364,Nov-16,5.07059257
14372,Nov-16,4.544373396
14374,Nov-16,5.292153929
14379,Nov-16,6.45122958
14389,Nov-16,5.304455557
14394,Nov-16,5.584137011
14396,Nov-16,5.292153929
14408,Nov-16,6.153413856
14410,Nov-16,5.292153929
14411,Nov-16,6.087953139
14417,Nov-16,6.153413856
14423,Nov-16,5.722768363
14431,Nov-16,4.974842946
14432,Nov-16,6.183727411
14434,Nov-16,4.8616016
14437,Nov-16,5.153538105
14441,Nov-16,5.861402821
14452,Nov-16,6.240248782
14457,Nov-16,5.728950236
14463,Nov-16,5.405415974
14464,Nov-16,5.292153929
14484,Nov-16,6.33987127
14485,Nov-16,5.405415974
14491,Nov-16,6.292054527
14493,Nov-16,4.723016822
14497,Nov-16,6.405333138
14505,Nov-16,5.153538105
14509,Nov-16,5.781982259
14515,Nov-16,6.535635912
14519,Nov-16,6.094818409
14521,Nov-16,6.651708324
14535,Nov-16,4.292650699
14536,Nov-16,5.781982259
14537,Nov-16,6.087953139
14541,Nov-16,5.814978328
14543,Nov-16,3.862594545
14547,Nov-16,5.153538105
14553,Nov-16,5.584137011
14557,Nov-16,5.781982259
14560,Nov-16,5.716524366
14571,Nov-16,5.339963309
14577,Nov-16,4.292650699
14578,Nov-16,4.40582999
14579,Nov-16,5.153538105
14580,Nov-16,4.723016822
14582,Nov-16,3.862594545
14583,Nov-16,5.153538105
14586,Nov-16,5.1688767
14594,Nov-16,5.621800638
14601,Nov-16,5.153538105
14602,Nov-16,6.240248782
14604,Nov-16,4.782208137
14613,Nov-16,4.622092928
14616,Nov-16,5.931812567
14625,Nov-16,6.033893069
14642,Nov-16,6.781937074
14649,Nov-16,5.76480298
14651,Nov-16,4.544373396
14666,Nov-16,6.264097236
14667,Nov-16,5.83084171
14671,Nov-16,6.591793236
14673,Nov-16,6.568344441
14675,Nov-16,5.292153929
14677,Nov-16,4.544373396
14678,Nov-16,4.8616016
14680,Nov-16,6.212630577
14687,Nov-16,6.464550799
14690,Nov-16,5.753080438
14693,Nov-16,5.722768363
14694,Nov-16,4.974842946
14699,Nov-16,5.501180385
14702,Nov-16,6.405333138
14703,Nov-16,5.405415974
14718,Nov-16,3.862594545
14720,Nov-16,5.97467729
14723,Nov-16,6.212630577
14735,Nov-16,6.377808777
14738,Nov-16,4.723016822
14744,Nov-16,5.292153929
14748,Nov-16,6.643293014
14754,Nov-16,6.379969869
14756,Nov-16,6.014774739
14760,Nov-16,6.47574599
14765,Nov-16,6.292054527
14766,Nov-16,5.722768363
14769,Nov-16,5.405415974
14770,Nov-16,5.931812567
14771,Nov-16,6.584074882
14772,Nov-16,6.657255871
14774,Nov-16,4.292650699
14777,Nov-16,6.266691431
14778,Nov-16,6.014774739
14781,Nov-16,4.292650699
14789,Nov-16,4.974842946
14790,Nov-16,6.05244065
14793,Nov-16,5.722768363
14796,Nov-16,5.97467729
14797,Nov-16,4.544373396
14806,Nov-16,6.501109382
14808,Nov-16,4.974842946
14809,Nov-16,5.836040761
14816,Nov-16,4.657587153
14827,Nov-16,4.974842946
14828,Nov-16,5.584137011
14830,Nov-16,6.212630577
14838,Nov-16,5.722768363
14840,Nov-16,4.292650699
14851,Nov-16,4.974842946
14853,Nov-16,5.836040761
14854,Nov-16,5.836040761
14856,Nov-16,6.999013034
14871,Nov-16,6.405333138
14879,Nov-16,5.07059257
14880,Nov-16,5.153538105
14898,Nov-16,5.552270782
14901,Nov-16,7.40490221
14907,Nov-16,5.753080438
14912,Nov-16,4.974842946
14920,Nov-16,4.8616016
14925,Nov-16,5.292153929
14927,Nov-16,5.584137011
14931,Nov-16,3.862594545
14941,Nov-16,5.45514134
14944,Nov-16,6.518612438
14947,Nov-16,5.45514134
14953,Nov-16,6.05244065
14955,Nov-16,4.974842946
14957,Nov-16,4.974842946
14965,Nov-16,5.716524366
14966,Nov-16,5.584137011
14967,Nov-16,5.885770109
14973,Nov-16,5.137811248
14974,Nov-16,4.974842946
14975,Nov-16,4.723016822
14978,Nov-16,5.781982259
14979,Nov-16,5.7986993
14987,Nov-16,4.544373396
14997,Nov-16,6.351271812
14998,Nov-16,6.33987127
15003,Nov-16,5.405415974
15005,Nov-16,6.240248782
15007,Nov-16,5.07059257
15015,Nov-16,6.735022479
15018,Nov-16,5.292153929
15025,Nov-16,6.153413856
15026,Nov-16,5.405415974
15027,Nov-16,3.975670565
15029,Nov-16,5.153538105
15034,Nov-16,4.974842946
15037,Nov-16,4.544373396
15049,Nov-16,5.690901317
15062,Nov-16,4.723016822
15066,Nov-16,5.722768363
15070,Nov-16,5.97467729
15072,Nov-16,6.415603031
15073,Nov-16,6.206956505
15076,Nov-16,5.710216983
15083,Nov-16,4.723016822
15085,Nov-16,4.723016822
15090,Nov-16,5.781982259
15092,Nov-16,5.657311097
15093,Nov-16,6.253610764
15096,Nov-16,6.153413856
15106,Nov-16,4.292650699
15109,Nov-16,5.722768363
15110,Nov-16,5.584137011
15122,Nov-16,5.781982259
15124,Nov-16,5.292153929
15128,Nov-16,6.253610764
15129,Nov-16,6.814935479
15133,Nov-16,5.292153929
15137,Nov-16,5.584137011
15138,Nov-16,5.405415974
15144,Nov-16,4.40582999
15145,Nov-16,6.403258631
15146,Nov-16,5.405415974
15150,Nov-16,5.722768363
15156,Nov-16,5.722768363
15160,Nov-16,5.153538105
15164,Nov-16,4.974842946
15166,Nov-16,6.087953139
15170,Nov-16,5.328351404
15171,Nov-16,4.723016822
15172,Nov-16,5.722768363
15173,Nov-16,5.501180385
15191,Nov-16,5.722768363
15199,Nov-16,6.153413856
15200,Nov-16,6.121545176
15201,Nov-16,5.722768363
15208,Nov-16,5.836040761
15219,Nov-16,6.05244065
15230,Nov-16,5.014930043
15232,Nov-16,5.08809119
15234,Nov-16,6.212630577
15243,Nov-16,5.97467729
15245,Nov-16,5.292153929
15247,Nov-16,5.405415974
15251,Nov-16,5.153538105
15254,Nov-16,5.722768363
15257,Nov-16,5.657311097
15260,Nov-16,5.657311097
15263,Nov-16,5.292153929
15273,Nov-16,5.809599236
15275,Nov-16,5.836040761
15276,Nov-16,4.723016822
15284,Nov-16,5.292153929
15289,Nov-16,5.722768363
15293,Nov-16,5.97467729
15296,Nov-16,5.722768363
15297,Nov-16,6.405333138
15302,Nov-16,6.153413856
15307,Nov-16,5.836040761
15310,Nov-16,6.153413856
15323,Nov-16,5.584137011
15326,Nov-16,6.212630577
15331,Nov-16,5.836040761
15332,Nov-16,4.723016822
15351,Nov-16,5.405415974
15358,Nov-16,6.316422771
15360,Nov-16,5.292153929
15363,Nov-16,5.657311097
15366,Nov-16,6.781937074
15368,Nov-16,5.614448346
15370,Nov-16,4.292650699
15374,Nov-16,4.292650699
15377,Nov-16,5.722768363
15379,Nov-16,6.153413856
15383,Nov-16,5.885770109
15387,Nov-16,6.83599934
15393,Nov-16,5.931812567
15399,Nov-16,6.087953139
15400,Nov-16,5.722768363
15401,Nov-16,5.584137011
15405,Nov-16,5.292153929
15408,Nov-16,4.974842946
15426,Nov-16,6.05244065
15434,Nov-16,4.292650699
15441,Nov-16,5.153538105
15442,Nov-16,3.862594545
15445,Nov-16,5.722768363
15446,Nov-16,5.643349495
15461,Nov-16,3.862594545
15485,Nov-16,5.861402821
15494,Nov-16,5.292153929
15496,Nov-16,4.8616016
15498,Nov-16,4.953785867
15502,Nov-16,5.722768363
15509,Nov-16,6.153413856
15510,Nov-16,6.684274102
15514,Nov-16,5.292153929
15516,Nov-16,5.405415974
15517,Nov-16,6.36024399
15519,Nov-16,4.974842946
15528,Nov-16,5.722768363
15530,Nov-16,6.362466936
15536,Nov-16,5.292153929
15538,Nov-16,5.292153929
15539,Nov-16,4.723016822
15540,Nov-16,6.33987127
15547,Nov-16,5.153538105
15552,Nov-16,4.974842946
15555,Nov-16,4.723016822
15560,Nov-16,5.722768363
15567,Nov-16,5.856412553
15579,Nov-16,5.292153929
15590,Nov-16,3.862594545
15592,Nov-16,6.250961257
15599,Nov-16,5.445509541
15606,Nov-16,5.183845743
15612,Nov-16,5.153538105
15613,Nov-16,6.153413856
15620,Nov-16,5.722768363
15621,Nov-16,5.292153929
15627,Nov-16,5.885770109
15637,Nov-16,6.33987127
15645,Nov-16,6.240248782
15660,Nov-16,5.405415974
15664,Nov-16,6.643293014
15665,Nov-16,4.885961244
15666,Nov-16,5.405415974
15677,Nov-16,6.014774739
15686,Nov-16,3.862594545
15688,Nov-16,6.629009152
15690,Nov-16,4.723016822
15692,Nov-16,3.975670565
15693,Nov-16,6.183727411
15694,Nov-16,6.05244065
15699,Nov-16,5.292153929
15706,Nov-16,5.657311097
15717,Nov-16,5.836040761
15719,Nov-16,5.899944587
15720,Nov-16,5.292153929
15727,Nov-16,5.722768363
15735,Nov-16,5.97467729
15742,Nov-16,5.722768363
15744,Nov-16,5.584137011
15747,Nov-16,6.266691431
15751,Nov-16,5.292153929
15754,Nov-16,6.183727411
15758,Nov-16,5.722768363
15763,Nov-16,4.974842946
15764,Nov-16,6.153413856
15765,Nov-16,5.836040761
15770,Nov-16,5.781982259
15776,Nov-16,6.518612438
15796,Nov-16,5.866353329
15797,Nov-16,4.292650699
15799,Nov-16,5.292153929
