,active_ability
20570,5
20571,2
20572,0
20573,0
20574,3
20575,4
20576,5
20577,0.666666667
20578,2.666666667
20579,4
20580,3.666666667
20581,0.666666667
20582,0
20583,1.666666667
20584,0
20585,2
20586,0
20587,0
20588,3.333333333
20589,0
20590,0.666666667
20591,8.333333333
20592,0
20593,8
20594,0
20595,2.333333333
20596,9.666666667
20597,3
20598,1.666666667
20599,0
20600,0.333333333
20601,0
20602,3.333333333
20603,0
20604,7
20605,3.666666667
20606,0
20607,2
20608,1
20609,1.333333333
20610,9.666666667
20611,3
20612,1
20613,2
20614,2.666666667
20615,3
20616,0
20617,10.33333333
20618,0.333333333
20619,0
20620,2
20621,0
20622,3.333333333
20623,1
20624,0
20625,4.666666667
20626,0
20627,4.333333333
20628,0
20629,2
20630,0.333333333
20631,1.333333333
20632,2
20633,0.333333333
20634,24
20635,0
20636,0
20637,3.333333333
20638,0.666666667
20639,0
20640,0
20641,4.333333333
20642,0
20643,1
20644,0
20645,0.333333333
20646,0
20647,0
20648,1.333333333
20649,7
20650,0.333333333
20651,8.666666667
20652,0
20653,0.666666667
20654,1.333333333
20655,2
20656,0
20657,5.333333333
20658,2.666666667
20659,3
20660,1.666666667
20661,3
20662,4
20663,0.666666667
20664,0.333333333
20665,0
20666,3
20667,4
20668,1
20669,0
20670,3
20671,4.333333333
20672,1.333333333
20673,0
20674,12
20675,0.666666667
20676,1.666666667
20677,1
20678,2.333333333
20679,4.666666667
20680,3.333333333
20681,4
20682,1.666666667
20683,1.333333333
20684,1.333333333
20685,0
20686,0
20687,0.666666667
20688,0
20689,1.666666667
20690,0
20691,0.666666667
20692,5
20693,1
20694,0
20695,9.333333333
20696,0
20697,0.333333333
20698,12.66666667
20699,0
20700,0
20701,5
20702,4.666666667
20703,2.333333333
20704,1.333333333
20705,1
20706,0
20707,2
20708,0.333333333
20709,2.666666667
20710,0.333333333
20711,3
20712,5.666666667
20713,7
20714,1
20715,0.666666667
20716,3.666666667
20717,3
20718,0
20719,0
20720,3
20721,5.666666667
20722,0
20723,0.333333333
20724,0
20725,3
20726,1.333333333
20727,3
20728,18.66666667
20729,0
20730,3
20731,0.666666667
20732,7
20733,2.333333333
20734,0
20735,2.666666667
20736,4
20737,0
20738,6.666666667
20739,2
20740,0
20741,18.66666667
20742,6.333333333
20743,19.33333333
20744,0.666666667
20745,1
20746,0
20747,0
20748,0
20749,0
20750,0.666666667
20751,0
20752,0.666666667
20753,0.333333333
20754,0.666666667
20755,0
20756,2.333333333
20757,2.333333333
20758,1
20759,0.666666667
20760,1.666666667
20761,0
20762,1
20763,6
20764,22
20765,23.66666667
20766,1.666666667
20767,0.666666667
20768,7.333333333
20769,11.33333333
20770,2.333333333
20771,5
20772,0
20773,3
20774,0
20775,4
20776,0
20777,0
20778,4.333333333
20779,1
20780,1
20781,0
20782,0.333333333
20783,10
20784,5
20785,0
20786,7.333333333
20787,1
20788,1.333333333
20789,2
20790,2
20791,17
20792,0
20793,4.666666667
20794,0
20795,0.333333333
20796,0
20797,0.333333333
20798,71.66666667
20799,1
20800,2.666666667
20801,4.666666667
20802,0.666666667
20803,0
20804,4.666666667
20805,3
20806,0
20807,2.333333333
20808,0
20809,2
20810,0
20811,1
20812,1
20813,3
20814,1.333333333
20815,8
20816,3.333333333
20817,0
20818,4
20819,10.33333333
20820,1
20821,1.666666667
20822,0
20823,0
20824,0
20825,0.333333333
20826,0
20827,1.333333333
20828,1.333333333
20829,9.666666667
20830,0.333333333
20831,11.33333333
20832,4
20833,1
20834,0
20835,0
20836,0
20837,0
20838,1.333333333
20839,0
20840,0
20841,3.666666667
20842,0.666666667
20843,2.333333333
20844,0
20845,0
20846,4.333333333
20847,4
20848,3
20849,8
20850,0
20851,2
20852,26
20853,2
20854,14.33333333
20855,0
20856,9.333333333
20857,3.666666667
20858,0
20859,3.333333333
20860,7.666666667
20861,0
20862,1.333333333
20863,13.66666667
20864,5
20865,0.333333333
20866,0.333333333
20867,0.333333333
20868,0
20869,0
20870,2.333333333
20871,3.333333333
20872,0
20873,3
20874,0
20875,1
20876,2
20877,1.666666667
20878,0.666666667
20879,2
20880,1.333333333
20881,0
20882,0
20883,1.333333333
20884,0
20885,1
20886,1.666666667
20887,2.333333333
20888,5.666666667
20889,2.666666667
20890,10.33333333
20891,3.666666667
20892,2
20893,0.666666667
20894,1.666666667
20895,6.333333333
20896,2
20897,0
20898,2.333333333
20899,8.666666667
20900,4
20901,0.666666667
20902,1.333333333
20903,2.333333333
20904,0.333333333
20905,1.333333333
20906,3
20907,0
20908,8
20909,1
20910,0
20911,0
20912,0
20913,0.666666667
20914,1.666666667
20915,0.333333333
20916,1.333333333
20917,0.333333333
20918,0.333333333
20919,3.666666667
20920,8.666666667
20921,0
20922,0
20923,0.333333333
20924,2.666666667
20925,0.333333333
20926,8.666666667
20927,2
20928,0
20929,2
20930,1.666666667
20931,16.66666667
20932,3
20933,20.66666667
20934,0.333333333
20935,14.33333333
20936,0.666666667
20937,5
20938,0
20939,0.333333333
20940,1
20941,0
20942,0.333333333
20943,5
20944,0.333333333
20945,4.666666667
20946,0.666666667
20947,0
20948,0.333333333
20949,2
20950,1.666666667
20951,8.666666667
20952,25.33333333
20953,0
20954,0
20955,1
20956,12.33333333
20957,0.666666667
20958,0
20959,0
20960,0
20961,3.333333333
20962,3.666666667
20963,1.333333333
20964,0
20965,0
20966,0
20967,4
20968,3.333333333
20969,6
20970,1.666666667
20971,0
20972,4.333333333
20973,0.333333333
20974,0
20975,0
20976,0.333333333
20977,4.666666667
20978,2
20979,0.333333333
20980,7
20981,4.333333333
20982,1
20983,4.333333333
20984,2.333333333
20985,1.333333333
20986,0
20987,2.333333333
20988,0.333333333
20989,2.666666667
20990,35.33333333
20991,17.33333333
20992,1.333333333
20993,2.333333333
20994,1.666666667
20995,1
20996,0
20997,0
20998,0.333333333
20999,5.666666667
21000,0.666666667
21001,14.66666667
21002,6.333333333
21003,7
21004,3
21005,1.666666667
21006,7.666666667
21007,0.666666667
21008,4
21009,0
21010,14.66666667
21011,0
21012,0.666666667
21013,0
21014,3
21015,1.666666667
21016,13
21017,17
21018,4.333333333
21019,5.333333333
21020,0.666666667
21021,2
21022,0.333333333
21023,0
21024,2
21025,1.666666667
21026,0.333333333
21027,1.666666667
21028,1.666666667
21029,0
21030,0
21031,1.333333333
21032,0.333333333
21033,2.333333333
21034,12.66666667
21035,0.666666667
21036,0
21037,0
21038,0.333333333
21039,1
21040,4
21041,5.666666667
21042,10.33333333
21043,0
21044,0
21045,0
21046,0.333333333
21047,0
21048,0.333333333
21049,0
21050,4
21051,0
21052,3.666666667
21053,1
21054,0.666666667
21055,0.666666667
21056,0
21057,2.666666667
21058,0
21059,0
21060,0
21061,1
21062,1.666666667
21063,0.666666667
21064,1.666666667
21065,6
21066,10.33333333
21067,5
21068,2.333333333
21069,0.333333333
21070,0
21071,4.666666667
21072,0.333333333
21073,0
21074,0
21075,7
21076,0
21077,3.666666667
21078,1.666666667
21079,2.333333333
21080,7.333333333
21081,1
21082,4.333333333
21083,6.666666667
21084,2.333333333
21085,0.333333333
21086,1.333333333
21087,2.666666667
21088,0
21089,0.333333333
21090,1.333333333
21091,4.666666667
21092,0
21093,0
21094,2
21095,16.33333333
21096,0
21097,0.333333333
21098,1
21099,0
21100,7
21101,0
21102,0.333333333
21103,3
21104,0
21105,7.333333333
21106,2
21107,1
21108,5
21109,0.333333333
21110,0
21111,0
21112,6.666666667
21113,0
21114,4
21115,0.333333333
21116,1.333333333
21117,0
21118,0
21119,2.333333333
21120,0.333333333
21121,2.666666667
21122,1.333333333
21123,0.333333333
21124,5.333333333
21125,0
21126,0.666666667
21127,0
21128,3.333333333
21129,0.333333333
21130,0
21131,6.666666667
21132,0
21133,1.666666667
21134,1.666666667
21135,0
21136,0
21137,0
21138,2.666666667
21139,1
21140,0
21141,7.666666667
21142,0
21143,0
21144,2.333333333
21145,3.333333333
21146,4.666666667
21147,0.333333333
21148,10.66666667
21149,2.666666667
21150,8.333333333
21151,1.333333333
21152,0
21153,0.333333333
21154,1.666666667
21155,1.333333333
21156,0
21157,6.333333333
21158,0.333333333
21159,0
21160,0
21161,4.666666667
21162,0.666666667
21163,1
21164,3
21165,1.333333333
21166,0
21167,0
21168,0
21169,17
21170,6.666666667
21171,3.333333333
21172,1.666666667
21173,4.333333333
21174,1
21175,6.666666667
21176,4
21177,31.33333333
21178,0
21179,0
21180,5.666666667
21181,0
21182,1.666666667
21183,0
21184,0
21185,4.666666667
21186,5
21187,5.333333333
21188,1.333333333
21189,1.666666667
21190,0
21191,0
21192,0
21193,0
21194,3.666666667
21195,4
21196,31.66666667
21197,5
21198,9
21199,9
21200,0
21201,0
21202,0
21203,12
21204,1.333333333
21205,5
21206,0.333333333
21207,4.333333333
21208,0
21209,3
21210,2
21211,1
21212,0
21213,3
21214,2.666666667
21215,8.666666667
21216,0
21217,1.333333333
21218,5.333333333
21219,3
21220,0
21221,1
21222,1
21223,1.666666667
21224,3.333333333
21225,1.666666667
21226,0.666666667
21227,19
21228,5.333333333
21229,1.666666667
21230,0
21231,0
21232,0
21233,0
21234,0
21235,0
21236,0
21237,6.666666667
21238,5.333333333
21239,2.666666667
21240,0
21241,0
21242,12.66666667
21243,0.666666667
21244,2.666666667
21245,0
21246,4.666666667
21247,1
21248,1.333333333
21249,0.333333333
21250,0
21251,1.666666667
21252,4
21253,0
21254,78
21255,0.666666667
21256,3
21257,4.666666667
21258,1
21259,1
21260,0.666666667
21261,5.666666667
21262,0
21263,6
21264,1.666666667
21265,2.666666667
21266,2
21267,2.666666667
21268,0
21269,0
21270,2.333333333
21271,1.666666667
21272,9
21273,4.333333333
21274,0.666666667
21275,0
21276,0
21277,0.666666667
21278,7.333333333
21279,0
21280,0
21281,4
21282,15
21283,2
21284,1.333333333
21285,0.333333333
21286,4
21287,4
21288,0
21289,0.666666667
21290,4
21291,1
21292,2
21293,2.333333333
21294,1
21295,14.33333333
21296,0
21297,1.666666667
21298,2
21299,0
21300,3.333333333
21301,0
21302,0
21303,8.666666667
21304,0
21305,0
21306,2.333333333
21307,5.333333333
21308,5
21309,0
21310,4.333333333
21311,0.333333333
21312,1.666666667
21313,1
21314,0.666666667
21315,0.666666667
21316,3
21317,14.33333333
21318,2.333333333
21319,6.666666667
21320,1.666666667
21321,0.333333333
21322,2
21323,0
21324,10.33333333
21325,3
21326,0
21327,0
21328,1.666666667
21329,0
21330,2.333333333
21331,0
21332,2.666666667
21333,0
21334,2.666666667
21335,3.333333333
21336,1
21337,1.333333333
21338,3.666666667
21339,7
21340,0.333333333
21341,0
21342,0
21343,0
21344,0
21345,0.333333333
21346,0.666666667
21347,0.666666667
21348,0
21349,2.333333333
21350,1.666666667
21351,10
21352,4
21353,1
21354,0
21355,4.333333333
21356,9
21357,1
21358,1.333333333
21359,0
21360,0
21361,11.66666667
21362,8.666666667
21363,8
21364,4.333333333
21365,1.333333333
21366,4.666666667
21367,0
21368,12.33333333
21369,0
21370,5.333333333
21371,0
21372,2.333333333
21373,1
21374,0
21375,0
21376,0
21377,9.333333333
21378,14
21379,6
21380,0
21381,5.333333333
21382,0
21383,1.333333333
21384,0
21385,2
21386,1.666666667
21387,0.333333333
21388,0
21389,0
21390,3
21391,0
21392,1.333333333
21393,2.333333333
21394,3
21395,3.666666667
21396,0
21397,0
21398,2.666666667
21399,7.666666667
21400,5.333333333
21401,2.666666667
21402,2.666666667
21403,5.666666667
21404,0.333333333
21405,1.333333333
21406,5.666666667
21407,13
21408,0
21409,0.333333333
21410,2
21411,3.333333333
21412,0.333333333
21413,0
21414,0
21415,6
21416,0
21417,5
21418,2
21419,0
21420,2.666666667
21421,0.666666667
21422,1.333333333
21423,0
21424,8.333333333
21425,0.333333333
21426,1.333333333
21427,8
21428,25.66666667
21429,1.333333333
21430,5.666666667
21431,2
21432,0
21433,0
21434,1.666666667
21435,0.333333333
21436,1
21437,0.666666667
21438,3.666666667
21439,1.333333333
21440,1.333333333
21441,0
21442,2
21443,1
21444,4.666666667
21445,0.666666667
21446,0
21447,2.666666667
21448,7.666666667
21449,2
21450,0.333333333
21451,2.333333333
21452,5
21453,1
21454,2.333333333
21455,2.333333333
21456,0
21457,0
21458,0
21459,5
21460,12.33333333
21461,0
21462,0
21463,0
21464,6.666666667
21465,0.666666667
21466,1.333333333
21467,0
21468,15.33333333
21469,0
21470,0
21471,5.666666667
21472,0
21473,5.666666667
21474,1
21475,7
21476,0
21477,4.666666667
21478,1.333333333
21479,4.333333333
21480,0
21481,1.333333333
21482,1.666666667
21483,0
21484,4.666666667
21485,0
21486,7
21487,4
21488,0.333333333
21489,0
21490,2
21491,6
21492,0
21493,0.666666667
21494,0
21495,47.66666667
21496,4.333333333
21497,2.666666667
21498,4
21499,0.666666667
21500,0
21501,1.666666667
21502,2
21503,0.666666667
21504,1.333333333
21505,0
21506,0.666666667
21507,2
21508,0.666666667
21509,0
21510,9
21511,0.666666667
21512,3.333333333
21513,3.666666667
21514,1.666666667
21515,4
21516,5
21517,11.33333333
21518,12.33333333
21519,13.66666667
21520,0
21521,4.666666667
21522,0
21523,0
21524,3.333333333
21525,6.333333333
21526,2.333333333
21527,0
21528,3
21529,1
21530,0
21531,1
21532,0
21533,2
21534,0
21535,3.666666667
21536,2
21537,3.333333333
21538,1
21539,0
21540,1.666666667
21541,6.666666667
21542,4.333333333
21543,0.666666667
21544,0.666666667
21545,8
21546,8.333333333
21547,0
21548,0.333333333
21549,0
21550,2
21551,1.333333333
21552,0
21553,0
21554,0.333333333
21555,0
21556,1.666666667
21557,5.666666667
21558,1.333333333
21559,0.666666667
21560,0
21561,0
21562,2.666666667
21563,0
21564,0
21565,0.666666667
21566,0
21567,6.666666667
21568,1.666666667
21569,0
21570,4.666666667
21571,0
21572,2.333333333
21573,2.666666667
21574,2
21575,0
21576,12.33333333
21577,0
21578,2.666666667
21579,10.33333333
21580,9.333333333
21581,0.333333333
21582,0
21583,10.66666667
21584,2.333333333
21585,6.666666667
21586,0
21587,3
21588,0
21589,3
21590,0
21591,3
21592,15.33333333
21593,6.666666667
21594,3.333333333
21595,0.666666667
21596,0.666666667
21597,28.66666667
21598,0.333333333
21599,4
21600,1
21601,0.666666667
21602,0
21603,0.333333333
21604,1
21605,0
21606,1.333333333
21607,0
21608,3.333333333
21609,0
21610,5
21611,10.66666667
21612,0.333333333
21613,14.66666667
21614,0
21615,2.666666667
21616,2
21617,0
21618,0.333333333
21619,3.666666667
21620,6.666666667
21621,0
21622,11.33333333
21623,1.333333333
21624,0.666666667
21625,11.33333333
21626,0
21627,0
21628,1
21629,0.666666667
21630,0.333333333
21631,5.666666667
21632,6.333333333
21633,14.33333333
21634,2
21635,12.33333333
21636,4.666666667
21637,3.333333333
21638,3.666666667
21639,1.666666667
21640,0
21641,0
21642,0
21643,0
21644,0
21645,1.333333333
21646,4
21647,6
21648,0
21649,2.666666667
21650,4.333333333
21651,0.333333333
21652,0.666666667
21653,12.66666667
21654,4
21655,8.333333333
21656,1.666666667
21657,7
21658,1
21659,0
21660,8
21661,0
21662,2.333333333
21663,4
21664,11
21665,0
21666,3.333333333
21667,0
21668,2.333333333
21669,0.333333333
21670,7
21671,2.666666667
21672,4.666666667
21673,1.333333333
21674,0
21675,0
21676,1.333333333
21677,4
21678,4
21679,0
21680,0
21681,1.333333333
21682,2.333333333
21683,17.33333333
21684,0
21685,0
21686,3
21687,1.333333333
21688,0.333333333
21689,7.666666667
21690,3.333333333
21691,7.666666667
21692,1
21693,9.666666667
21694,6.333333333
21695,0
21696,1.666666667
21697,0
21698,15
21699,0
21700,3
21701,3.333333333
21702,2
21703,1.333333333
21704,4
21705,4.666666667
21706,3.333333333
21707,1
21708,1
21709,3
21710,12.66666667
21711,0.666666667
21712,0
21713,0.666666667
21714,7.333333333
21715,0.666666667
21716,1.333333333
21717,2.666666667
21718,0
21719,0
21720,0
21721,0.333333333
21722,1.333333333
21723,0.666666667
21724,9.666666667
21725,0
21726,0
21727,0
21728,1.666666667
21729,0.333333333
21730,0.333333333
21731,3
21732,8.666666667
21733,1
21734,1.333333333
21735,0.666666667
21736,4.333333333
21737,2
21738,1.333333333
21739,0
21740,3
21741,0.666666667
21742,0
21743,0.333333333
21744,6.666666667
21745,2.333333333
21746,0.333333333
21747,2.666666667
21748,15.33333333
21749,3.333333333
21750,0.333333333
21751,0.333333333
21752,7.333333333
21753,2.333333333
21754,0
21755,1.333333333
21756,3.333333333
21757,0
21758,1.333333333
21759,3
21760,7.333333333
21761,3
21762,0
21763,0.666666667
21764,3.666666667
21765,7.333333333
21766,1
21767,6.666666667
21768,6.666666667
21769,0
21770,1.333333333
21771,0
21772,0
21773,6
21774,2
21775,4.333333333
21776,1.666666667
21777,6
21778,0.333333333
21779,2
21780,0.333333333
21781,0
21782,0
21783,0
21784,0
21785,0
21786,1.666666667
21787,1.333333333
21788,4
21789,0.333333333
21790,0
21791,0
21792,1.666666667
21793,0
21794,4.666666667
21795,0.666666667
21796,0.333333333
21797,4.666666667
21798,4.666666667
21799,2
21800,3.666666667
21801,0.333333333
21802,0
21803,2.333333333
21804,0.333333333
21805,0
21806,2
21807,0.666666667
21808,4.333333333
21809,5
21810,2.333333333
21811,0
21812,1.666666667
21813,0.666666667
21814,1
21815,0.333333333
21816,0.333333333
21817,1.666666667
21818,0
21819,0
21820,0
21821,6.333333333
21822,1.666666667
21823,2
21824,3.333333333
21825,3
21826,0
21827,0.666666667
21828,1.666666667
21829,9
21830,2.666666667
21831,11.66666667
21832,0.666666667
21833,1
21834,1.333333333
21835,1.333333333
21836,2.666666667
21837,7.666666667
21838,0.333333333
21839,1.666666667
21840,9.666666667
21841,1
21842,0.666666667
21843,2
21844,7.333333333
21845,0.666666667
21846,0
21847,0
21848,2
21849,0
21850,2.333333333
21851,0.333333333
21852,3.666666667
21853,5.666666667
21854,6.666666667
21855,0.666666667
21856,2.333333333
21857,0
21858,5.666666667
21859,0
21860,2.333333333
21861,3.666666667
21862,0
21863,3.666666667
21864,3.333333333
21865,4
21866,6.666666667
21867,3.333333333
21868,0.666666667
21869,1
21870,5.333333333
21871,0.333333333
21872,9.333333333
21873,0.333333333
21874,1
21875,3.333333333
21876,0
21877,1.333333333
21878,0
21879,1.333333333
21880,0
21881,0.666666667
21882,0
21883,0.666666667
21884,0
21885,3
21886,0.333333333
21887,3.333333333
21888,0
21889,2.333333333
21890,0
21891,0
21892,0.333333333
21893,0
21894,2.666666667
21895,0.666666667
21896,1
21897,6.333333333
21898,2.333333333
21899,2.333333333
21900,1.333333333
21901,0.666666667
21902,0
21903,2.333333333
21904,4.666666667
21905,3
21906,0
21907,0
21908,0.333333333
21909,6
21910,1.333333333
21911,0.333333333
21912,0
21913,2.666666667
21914,1.333333333
21915,0
21916,0.333333333
21917,3.333333333
21918,1
21919,0
21920,0
21921,1.666666667
21922,1.333333333
21923,0.333333333
21924,2
21925,12.66666667
21926,0
21927,1.333333333
21928,0
21929,0
21930,1
21931,6
21932,0
21933,1
21934,0.333333333
21935,1.333333333
21936,2.666666667
21937,4
21938,0
21939,6
21940,2
21941,1
21942,4.333333333
21943,1.666666667
21944,3
21945,4
21946,1.333333333
21947,0.666666667
21948,2
21949,6
21950,2.333333333
21951,9.333333333
21952,0.666666667
21953,0
21954,3
21955,2.666666667
21956,0
21957,0.333333333
21958,5
21959,9.666666667
21960,3
21961,23.66666667
21962,5.666666667
21963,1.666666667
21964,0.666666667
21965,9.666666667
21966,8
21967,16.33333333
21968,3
21969,0
21970,1.666666667
21971,1.666666667
21972,3.333333333
21973,6.333333333
21974,4.666666667
21975,2.666666667
21976,0.333333333
21977,0
21978,0.333333333
21979,9.666666667
21980,3
21981,1.333333333
21982,4
21983,0
21984,0.333333333
21985,8.333333333
21986,0.666666667
21987,1
21988,0
21989,1
21990,0.333333333
21991,0
21992,1.333333333
21993,3
21994,3.666666667
21995,7.666666667
21996,10.66666667
21997,0
21998,5
21999,3
22000,2
22001,1.333333333
22002,3
22003,4
22004,0
22005,0
22006,0.333333333
22007,0
22008,2
22009,0
22010,4
22011,1
22012,0.666666667
22013,0.333333333
22014,0
22015,14.33333333
22016,0.333333333
22017,3.333333333
22018,0.666666667
22019,0
22020,3.666666667
22021,4.333333333
22022,14
22023,1.333333333
22024,6
22025,0
22026,1
22027,0
22028,0
22029,0
22030,0
22031,2
22032,1.666666667
22033,0
22034,8
22035,0
22036,0
22037,0
22038,6.333333333
22039,1.666666667
22040,5.333333333
22041,2.666666667
22042,0.666666667
22043,10.66666667
22044,2.666666667
22045,7.666666667
22046,0
22047,0
22048,4.333333333
22049,0.666666667
22050,0
22051,3
22052,2.666666667
22053,0
22054,8.333333333
22055,5.666666667
22056,2.333333333
22057,0
22058,0
22059,1.333333333
22060,4.666666667
22061,4
22062,5.666666667
22063,9
22064,0
22065,4
22066,3
22067,0
22068,2.333333333
22069,3
22070,0
22071,2.333333333
22072,0.666666667
22073,5
22074,0
22075,21.66666667
22076,0
22077,0
22078,2
22079,5.333333333
22080,1
22081,0
22082,4.666666667
22083,0.333333333
22084,7.333333333
22085,3.666666667
22086,0
22087,0.333333333
22088,1
22089,1.666666667
22090,1
22091,2
22092,3.333333333
22093,1.666666667
22094,0.666666667
22095,1.333333333
22096,2
22097,0
22098,1
22099,5.333333333
22100,0
22101,0
22102,0.333333333
22103,0.666666667
22104,2.333333333
22105,0
22106,7.333333333
22107,0.333333333
22108,0
22109,0
22110,0
22111,8
22112,2.333333333
22113,9.666666667
22114,3.666666667
22115,3
22116,1
22117,0
22118,0.666666667
22119,2.666666667
22120,4
22121,2.666666667
22122,2.333333333
22123,0.333333333
22124,0
22125,1
22126,0
22127,0.333333333
22128,0
22129,2.333333333
22130,0.333333333
22131,12.33333333
22132,1.666666667
22133,0
22134,1.666666667
22135,1
22136,9
22137,0
22138,0
22139,1
22140,1
22141,0.666666667
22142,0
22143,1
22144,3.666666667
22145,0.333333333
22146,2.333333333
22147,0.666666667
22148,1
22149,8.666666667
22150,8
22151,6.333333333
22152,4.666666667
22153,6.333333333
22154,0.333333333
22155,4.666666667
22156,0
22157,3
22158,0
22159,1.666666667
22160,2.333333333
22161,1.333333333
22162,0.333333333
22163,0.333333333
22164,3.333333333
22165,0.666666667
22166,0
22167,2.666666667
22168,0
22169,5.333333333
22170,0
22171,4
22172,0
22173,1
22174,5.666666667
22175,1
22176,0
22177,3
22178,2
22179,0.333333333
22180,0
22181,3
22182,0.333333333
22183,2
22184,0.666666667
22185,1
22186,2.333333333
22187,2.333333333
22188,11
22189,13
22190,2.666666667
22191,1.666666667
22192,24.33333333
22193,3.666666667
22194,1
22195,4
22196,0.666666667
22197,2.333333333
22198,0.333333333
22199,0
22200,2.666666667
22201,1.333333333
22202,2
22203,3
22204,0
22205,0
22206,2
22207,18.66666667
22208,0
22209,4.666666667
22210,3
22211,0
22212,0
22213,0
22214,7
22215,1
22216,0
22217,0
22218,0
22219,1.333333333
22220,7
22221,0
22222,0
22223,6
22224,0
22225,1
22226,4
22227,1.666666667
22228,0.666666667
22229,10
22230,0.333333333
22231,1.666666667
22232,2.666666667
22233,1.666666667
22234,3.666666667
22235,2.333333333
22236,0
22237,5
22238,0
22239,13.33333333
22240,7.666666667
22241,1.333333333
22242,3
22243,2.333333333
22244,0
22245,4
22246,2.333333333
22247,3
22248,1.333333333
22249,0
22250,2.666666667
22251,0
22252,0
22253,0.666666667
22254,0.666666667
22255,0.333333333
22256,2
22257,0
22258,0
22259,2
22260,2.666666667
22261,4.666666667
22262,0
22263,2
22264,2.666666667
22265,1.333333333
22266,0.333333333
22267,1.333333333
22268,7.333333333
22269,1.666666667
22270,3
22271,0.666666667
22272,3.333333333
22273,5.666666667
22274,14
22275,1
22276,1.666666667
22277,2
22278,0.333333333
22279,0.333333333
22280,0.333333333
22281,3.666666667
22282,2
22283,2.666666667
22284,0
22285,6.333333333
22286,1.666666667
22287,0
22288,0
22289,0
22290,0
22291,11.33333333
22292,0.333333333
22293,0
22294,6.666666667
22295,28
22296,6
22297,3.333333333
22298,1.333333333
22299,6
22300,5
22301,12.66666667
22302,0
22303,0
22304,0
22305,1.333333333
22306,51.33333333
22307,0
22308,10.33333333
22309,0.333333333
22310,2.666666667
22311,2
22312,0.666666667
22313,1
22314,1.666666667
22315,0
22316,1
22317,1.666666667
22318,0
22319,1
22320,0.333333333
22321,2.333333333
22322,0
22323,7
22324,0
22325,0
22326,1.333333333
22327,0
22328,0
22329,0
22330,2
22331,0.666666667
22332,3
22333,0
22334,0
22335,0
22336,0
22337,4
22338,0
22339,1.333333333
22340,0.333333333
22341,0
22342,0
22343,0
22344,0.333333333
22345,0
22346,0
22347,2.666666667
22348,0
22349,2.666666667
22350,1
22351,18.66666667
22352,1.666666667
22353,7
22354,8
22355,4.333333333
22356,0.333333333
22357,6
22358,8.333333333
22359,0.333333333
22360,3
22361,0
22362,0.666666667
22363,1.666666667
22364,0
22365,2
22366,0
22367,2.333333333
22368,2.333333333
22369,0
22370,6
22371,5
22372,0.666666667
22373,0
22374,0
22375,0.333333333
22376,6
22377,0
22378,2.333333333
22379,0.333333333
22380,0
22381,5
22382,47
22383,4
22384,4.666666667
22385,0.333333333
22386,6.333333333
22387,1.333333333
22388,0
22389,9
22390,0.333333333
22391,1.333333333
22392,1.333333333
22393,10.33333333
22394,1
22395,0
22396,11.66666667
22397,0.666666667
22398,4.333333333
22399,2.666666667
22400,0
22401,0
22402,5.333333333
22403,0.333333333
22404,0.666666667
22405,0
22406,0.666666667
22407,0
22408,1
22409,1.333333333
22410,2.333333333
22411,0.333333333
22412,1.333333333
22413,0.333333333
22414,0
22415,0
22416,7
22417,0
22418,0
22419,0
22420,11.33333333
22421,0
22422,0
22423,6
22424,0
22425,0
22426,2
22427,0.333333333
22428,0
22429,0
22430,0
22431,1.333333333
22432,0
22433,1.333333333
22434,9.333333333
22435,1
22436,4
22437,10.33333333
22438,1.333333333
22439,0.333333333
22440,0.333333333
22441,1.666666667
22442,1.666666667
22443,1
22444,0
22445,0
22446,1.333333333
22447,6
22448,1.666666667
22449,0
22450,0
22451,0
22452,0.333333333
22453,3.666666667
22454,0
22455,3
22456,0
22457,7.333333333
22458,4
22459,2.666666667
22460,4.666666667
22461,2
22462,0
22463,2
22464,8.333333333
22465,3
22466,0
22467,3
22468,2
22469,4
22470,3.333333333
22471,6.333333333
22472,3
22473,4.666666667
22474,0
22475,8.333333333
22476,9
22477,1.666666667
22478,0
22479,0
22480,2.333333333
22481,1.666666667
22482,1.333333333
22483,0.666666667
22484,0
22485,6
22486,1
22487,2.666666667
22488,0
22489,7.333333333
22490,0.333333333
22491,0.333333333
22492,8.666666667
22493,5.333333333
22494,0
22495,0
22496,1.666666667
22497,1.333333333
22498,1.666666667
22499,0
22500,7.333333333
22501,0
22502,3.333333333
22503,1.333333333
22504,1
22505,2
22506,4.333333333
22507,4.666666667
22508,4.333333333
22509,2
22510,2.666666667
22511,4.333333333
22512,3
22513,0.333333333
22514,4.333333333
22515,0
22516,3.333333333
22517,2
22518,2
22519,0
22520,7.333333333
22521,2
22522,1.666666667
22523,2.666666667
22524,2.666666667
22525,0
22526,0
22527,0.333333333
22528,2.333333333
22529,10.66666667
22530,5
22531,0.333333333
22532,0
22533,1.666666667
22534,0
22535,1
22536,1.666666667
22537,0.666666667
22538,3.333333333
22539,5.333333333
22540,1.333333333
22541,0
22542,0
22543,4
22544,11.66666667
22545,9.333333333
22546,1
22547,4
22548,0.666666667
22549,0
22550,10.33333333
22551,1.333333333
22552,0.333333333
22553,4.333333333
22554,1.666666667
22555,0
22556,0
22557,0.333333333
22558,0
22559,0.333333333
22560,6.333333333
22561,3
22562,0
22563,0.333333333
22564,3
22565,0
22566,0
22567,2.666666667
