,order_ability
14757,2.830182518
14758,2.113282753
14759,3.045020374
14760,2.397445395
14761,1.888406593
14762,2.752281141
14763,
14764,2.360505794
14765,3.001013848
14766,2.517014209
14767,3.080943657
14768,3.511227227
14769,
14770,2.856900327
14771,
14772,2.783186638
14773,2.647870783
14774,2.097499156
14775,1.284214037
14776,2.704019551
14777,2.561650659
14778,3.370615343
14779,2.690162259
14780,2.983063697
14781,
14782,2.788200496
14783,2.826736281
14784,2.903857878
14785,3.148409994
14786,3.4887764
14787,3.112092056
14788,
14789,2.322997627
14790,3.029275906
14791,
14792,3.064789608
14793,3.493152168
14794,3.024369199
14795,2.838121157
14796,3.609526604
14797,4.280110718
14798,3.247268836
14799,
14800,3.846071308
14801,3.062540543
14802,
14803,4.05967126
14804,3.246548923
14805,2.493278084
14806,
14807,2.321916519
14808,3.448281824
14809,2.610998303
14810,3.515984861
14811,2.700941335
14812,2.266222025
14813,3.226565505
14814,2.88654294
14815,2.450274179
14816,
14817,
14818,2.743323121
14819,2.411751188
14820,2.449776374
14821,2.438827178
14822,2.145153384
14823,3.142782888
14824,2.581546276
14825,2.035685276
14826,3.61473957
14827,3.051905048
14828,2.744004956
14829,3.119878573
14830,3.135654084
14831,
14832,2.631404267
14833,2.609635539
14834,2.908531808
14835,3.324987236
14836,2.374529193
14837,1.641589299
14838,2.731645732
14839,2.365991013
14840,2.800909218
14841,1.63528448
14842,2.378868652
14843,
14844,2.502406407
14845,2.4531079
14846,2.320050563
14847,2.234512513
14848,3.845077602
14849,2.579859269
14850,1.489896102
14851,
14852,3.54638589
14853,2.245363359
14854,4.584059348
14855,2.286573526
14856,2.517913661
14857,3.981083633
14858,3.808061545
14859,2.160242382
14860,2.110649556
14861,1.916844451
14862,2.654645645
14863,3.061827538
14864,2.741265954
14865,3.295128608
14866,2.554229543
14867,3.082007601
14868,4.840962743
14869,2.664190409
14870,2.628715202
14871,2.254937811
14872,3.905312426
14873,3.365617808
14874,
14875,1.929991063
14876,2.081678817
14877,2.221366019
14878,2.501574641
14879,2.286136296
14880,2.677037557
14881,3.705087277
14882,2.742833439
14883,2.997148655
14884,2.035080689
14885,
14886,
14887,2.371749536
14888,3.610703796
14889,
14890,2.697032311
14891,2.768908973
14892,2.887724437
14893,2.655835301
14894,3.604490909
14895,
14896,2.634086637
14897,2.700337566
14898,3.483638642
14899,5.226565505
14900,1.960951234
14901,2.247064261
14902,2.377137231
14903,2.658732698
14904,2.827889801
14905,2.617583674
14906,3.277459678
14907,2.135177263
14908,2.652554278
14909,2.036491167
14910,2.676404118
14911,2.509581958
14912,1.820743653
14913,2.661231523
14914,2.754583454
14915,2.729331698
14916,2.900654492
14917,1.694915976
14918,2.927545656
14919,2.170548133
14920,2.710431038
14921,2.899091025
14922,2.396083848
14923,2.417086278
14924,4.06651409
14925,2.572268096
14926,2.631145021
14927,3.417739895
14928,
14929,2.053885373
14930,2.220427657
14931,2.351932018
14932,
14933,2.900311821
14934,
14935,2.453997727
14936,
14937,2.070002356
14938,3.092167576
14939,2.969436383
14940,2.429436813
14941,2.151990835
14942,
14943,2.844098114
14944,2.855108491
14945,2.076737054
14946,2.442095334
14947,2.866920117
14948,2.659689452
14949,
14950,2.570731106
14951,
14952,2.636432407
14953,2.719065164
14954,
14955,2.336630925
14956,2.911452184
14957,2.311862441
14958,2.016327979
14959,3.106994146
14960,3.256880539
14961,1.630599476
14962,3.617400923
14963,4.719903915
14964,2.662088094
14965,2.243589445
14966,2.607359127
14967,
14968,2.331514529
14969,2.366777998
14970,3.309611246
14971,2.416005486
14972,2.342429398
14973,2.680844093
14974,2.097694484
14975,2.738807503
14976,
14977,2.588159247
14978,3.75916864
14979,2.373092306
14980,2.848997674
14981,2.371722069
14982,3.545407403
14983,3.193635779
14984,2.538459846
14985,2.11155201
14986,3.914558216
14987,2.191542635
14988,2.85108285
14989,2.324030218
14990,2.914488334
14991,2.96817873
14992,3.795888947
14993,2.690781802
14994,2.877859377
14995,1.488765374
14996,3.791382813
14997,
14998,1.783357923
14999,1.925338753
15000,2.824323588
15001,2.562428528
15002,2.425026679
15003,2.729972193
15004,0.508911931
15005,2.217779208
15006,2.274583156
15007,4.110416651
15008,2.730754676
15009,2.669016733
15010,2.344595539
15011,2.062881535
15012,2.149740634
15013,2.802652605
15014,2.542808101
15015,2.743752738
15016,2.408811202
15017,
15018,2.898073263
15019,2.562617691
15020,
15021,2.319181276
15022,2.662723918
15023,3.715402153
15024,2.405040555
15025,
15026,0.006182488
15027,2.749129257
15028,2.855108491
15029,3.429614656
15030,2.480309028
15031,
15032,1.728774421
15033,3.342730536
15034,3.034786533
15035,3.107936837
15036,2.044711526
15037,2.624483624
15038,3.027209768
15039,2.750579668
15040,2.160129824
15041,2.456149076
15042,1.489896102
15043,2.221091435
15044,3.348418531
15045,2.266158829
15046,3.458652893
15047,2.284929856
15048,2.814808914
15049,3.292029674
15050,1.741160956
15051,2.861037699
15052,2.82048064
15053,2.618242084
15054,2.010532692
15055,
15056,2.448465467
15057,2.89577082
15058,2.45586836
15059,2.823870476
15060,3.909588258
15061,2.35501249
15062,2.651557119
15063,3.17321799
15064,2.807762411
15065,
15066,2.598065984
15067,3.117411239
15068,2.906833067
15069,4.292029674
15070,
15071,2.766920047
15072,2.355424131
15073,2.419539532
15074,2.514954062
15075,2.901679672
15076,2.518241182
15077,3.319777052
15078,2.767641586
15079,2.030760685
15080,4.02910471
15081,1.806631932
15082,2.595739504
15083,3.34340736
15084,2.861353116
15085,2.882664799
15086,2.313592933
15087,2.300645041
15088,2.147611079
15089,2.493165242
15090,1.928362155
15091,
15092,3.222058399
15093,2.835988985
15094,1.868073054
15095,2.91994693
15096,4.624799736
15097,3.157069437
15098,
15099,2.637615887
15100,3.427507988
15101,
15102,
15103,1.973839165
15104,3.647527207
15105,2.600705525
15106,1.901721609
15107,2.257336426
15108,2.037704722
15109,
15110,2.974635869
15111,3.076691395
15112,3.058856697
15113,4.501091629
15114,
15115,2.428769226
15116,2.905947937
15117,2.274742629
15118,
15119,3.000585096
15120,
15121,2.150334018
15122,2.318870833
15123,2.525967273
15124,2.814833349
15125,3.46666254
15126,2.662000545
15127,2.866920117
15128,
15129,
15130,3.722706232
15131,2.053036626
15132,2.327586337
15133,2.566337857
15134,3.294510057
15135,3.292029674
15136,2.171034202
15137,2.861353116
15138,2.530076614
15139,2.136720854
15140,3.292029674
15141,
15142,2.903209513
15143,3.178104021
15144,2.765626855
15145,2.449866752
15146,3.08162517
15147,1.8294828
15148,5.10471555
15149,3.081784018
15150,
15151,2.959169785
15152,3.067945348
15153,3.151954955
15154,2.469849
15155,3.116301103
15156,2.262936575
15157,3.478495142
15158,2.945335543
15159,2.709568754
15160,2.55773995
15161,3.787561819
15162,2.613285414
15163,2.262913571
15164,2.731634601
15165,2.363213567
15166,3.18046227
15167,3.18626377
15168,3.240221768
15169,2.441761122
15170,2.126138594
15171,3.034370108
15172,1.965219611
15173,
15174,2.07550548
15175,2.192022452
15176,3.724857903
15177,4.007367953
15178,2.940521748
15179,2.989670081
15180,2.59257238
15181,2.509334379
15182,3.007153677
15183,2.222571993
15184,2.682202583
15185,3.445529713
15186,2.512246623
15187,2.099792274
15188,2.846503836
15189,2.658178973
15190,2.613782432
15191,
15192,2.029333159
15193,2.718975727
15194,3.506198393
15195,2.175570944
15196,2.217578884
15197,1.756708724
15198,
15199,2.728678894
15200,2.826712097
15201,3.35495247
15202,2.113282753
15203,3.858857782
15204,2.103704063
15205,3.073486821
15206,
15207,
15208,3.277318421
15209,4.583670893
15210,3.01539657
15211,3.292029674
15212,2.564285029
15213,
15214,2.059457372
15215,2.442980622
15216,2.463564399
15217,3.307840039
15218,2.876510633
15219,
15220,2.609764213
15221,2.050362406
15222,2.015242592
15223,
15224,3.229552803
15225,
15226,2.000897534
15227,3.088394386
15228,2.990215515
15229,
15230,
15231,2.694266539
15232,3.417994493
15233,2.698997658
15234,1.37712157
15235,3.152165868
15236,2.588732688
15237,1.974776405
15238,3.510843449
15239,3.991432796
15240,2.47591783
15241,2.632423848
15242,2.412709999
15243,2.108441168
15244,2.384759473
15245,2.792376163
15246,3.71746262
15247,2.836484645
15248,3.051921251
15249,3.011841735
15250,
15251,3.054479914
15252,2.898217839
15253,3.029103875
15254,1.978112324
15255,2.130679883
15256,2.968042314
15257,
15258,2.64091153
15259,2.436859046
15260,2.677236653
15261,1.818631863
15262,2.351249219
15263,3.724641862
15264,2.866714547
15265,2.21497282
15266,2.390376895
15267,1.484221771
15268,2.376521845
15269,2.806339712
15270,2.553210126
15271,2.920572661
15272,2.641727148
15273,
15274,1.751924125
15275,2.661503799
15276,3.942996923
15277,3.187385282
15278,1.764439579
15279,2.027874539
15280,2.860718708
15281,2.692585653
15282,3.04048813
15283,2.609599252
15284,2.553268233
15285,3.917343334
15286,3.220084427
15287,3.071036685
15288,3.572078366
15289,3.007435111
15290,2.547797593
15291,2.338567153
15292,2.206036561
15293,2.548121514
15294,3.672584446
15295,2.739389779
15296,2.400421617
15297,2.840191663
15298,2.633800295
15299,2.647804673
15300,2.533516461
15301,4.931546242
15302,2.039879357
15303,3.251347966
15304,3.213671792
15305,2.417303988
15306,3.410876656
15307,3.446109443
15308,2.760255019
15309,2.621757248
15310,2.519578201
15311,2.568909753
15312,2.407369972
15313,
15314,4.223621739
15315,3.071168479
15316,
15317,2.625382323
15318,2.978068693
15319,2.853002295
15320,
15321,3.106954709
15322,2.371523954
15323,2.437913469
15324,2.419224581
15325,2.87392057
15326,2.461230184
15327,2.837140881
15328,3.65428857
15329,3.322344708
15330,3.403397091
15331,3.357138398
15332,3.067592426
15333,2.413731911
15334,3.952763867
15335,2.292029674
15336,4.9091717
15337,2.092238994
15338,3.652554201
15339,2.975457555
15340,2.407707974
15341,2.530339862
15342,3.229432681
15343,2.641923216
15344,4.522466438
15345,2.391400851
15346,2.398947168
15347,2.896634815
15348,2.719650053
15349,2.586168013
15350,3.126085716
15351,2.75988687
15352,2.440152401
15353,2.104601887
15354,2.367381215
15355,2.218436161
15356,2.203927188
15357,3.492585286
15358,2.762592042
15359,3.139611152
15360,2.727340227
15361,
15362,2.174209266
15363,2.79340231
15364,2.316228415
15365,2.617737348
15366,2.436209967
15367,2.40712447
15368,
15369,2.71217635
15370,3.659371393
15371,2.834241226
15372,2.787844615
15373,2.828537654
15374,2.382932271
15375,2.647341935
15376,2.326726882
15377,
15378,
15379,2.561847276
15380,2.549563042
15381,1.685923797
15382,2.175624609
15383,3.604505083
15384,2.429725943
15385,1.430676558
15386,2.393101678
15387,3.75929759
15388,2.30498127
15389,2.03772452
15390,2.133430147
15391,2.298212162
15392,2.432040756
15393,2.175606837
15394,2.855067107
15395,2.293311033
15396,2.283378472
15397,4.722706232
15398,2.902942401
15399,3.402059335
15400,2.866920117
15401,3.287845458
15402,2.861353116
15403,2.937210404
15404,2.074774888
15405,3.634570498
15406,1.593692641
15407,3.237837855
15408,2.480758812
15409,3.917994493
15410,2.781148544
15411,2.372550856
15412,2.660083678
15413,2.560670818
15414,2.303777231
15415,
15416,3.27420835
15417,2.526978305
15418,2.763368468
15419,2.241109085
15420,2.461218725
15421,3.717870533
15422,3.380625494
15423,2.179171266
15424,3.159849994
15425,3.543959311
15426,2.216605502
15427,3.465884094
15428,2.449794893
15429,2.788946585
15430,3.498394687
15431,2.663395271
15432,2.322009239
15433,
15434,2.292074618
15435,
15436,2.905788237
15437,2.680443408
15438,2.078050426
15439,3.024369199
15440,2.724789719
15441,1.51922987
15442,2.632892551
15443,1.72051285
15444,3.448222126
15445,1.517793835
15446,2.422610477
15447,2.644886359
15448,3.800067056
15449,2.672201866
15450,3.697230367
15451,2.408050837
15452,3.11065066
15453,3.031010436
15454,2.41812391
15455,2.159470679
15456,2.349835487
15457,
15458,
15459,3.455045757
15460,1.975763558
15461,2.576923159
15462,3.292029674
15463,3.974635869
15464,2.973741839
15465,2.422968338
15466,2.290474392
15467,2.233442272
15468,1.301589428
15469,2.430676558
15470,0.430676558
15471,2.454000066
15472,2.875626709
15473,3.078410833
15474,2.648703136
15475,
15476,3.057943824
15477,2.404733683
15478,2.931870342
15479,2.997668709
15480,2.470375232
15481,2.136745542
15482,2.738345902
15483,2.67523112
15484,2.822994187
15485,2.901137254
15486,2.597124632
15487,
15488,1.981735139
15489,2.642106011
15490,1.968051119
15491,2.63474418
15492,4.116797501
15493,4.239707478
15494,2.286289979
15495,2.60424108
15496,
15497,3.617915997
15498,2.424540694
15499,3.659442175
15500,2.788946585
15501,
15502,3.899169257
15503,
15504,2.596548955
15505,2.516733313
15506,2.193969223
15507,2.615175135
15508,2.635475776
15509,3.125284115
15510,
15511,2.323598959
15512,2.051636541
15513,2.297017122
15514,3.427305128
15515,
15516,3.586230833
15517,3.333381732
15518,2.784423128
15519,2.264353055
15520,2.233391661
15521,1.702979657
15522,2.983986348
15523,3.024369199
15524,
15525,2.039630268
15526,3.179107087
15527,2.495519081
15528,3.469988822
15529,2.586671746
15530,2.092218534
15531,2.203075126
15532,2.324421901
15533,2.917994493
15534,3.595601506
15535,2.326249996
15536,2.84950539
15537,2.430647393
15538,2.885127469
15539,2.529400321
15540,2.930606133
15541,3.15076967
15542,2.475712707
15543,2.496224986
15544,3.17573843
15545,
15546,4.590785499
15547,2.581300814
15548,2.076691395
15549,3.198411015
15550,
15551,1.970825145
15552,2.780635359
15553,2.882867886
15554,2.92981524
15555,2.534316902
15556,1.672787443
15557,4.690835917
15558,3.060890619
15559,3.022971015
15560,2.245755431
15561,2.606367103
15562,1.6636381
15563,2.802071435
15564,2.922797278
15565,2.243181139
15566,3.183706288
15567,
15568,2.288318419
15569,2.713108649
15570,2.93868824
15571,3.49121764
15572,1.89166815
15573,2.325086467
15574,2.297820854
15575,2.691927857
15576,2.04059101
15577,
15578,2.780969116
15579,4.536977726
15580,2.142271723
15581,2.259903554
15582,2.513716377
15583,2.156103353
15584,2.98956986
15585,2.854533227
15586,
15587,3.169877484
15588,2.467056436
15589,1.737042155
15590,2.6957379
15591,1.707890353
15592,2.768375943
15593,1.748247759
15594,3.210688306
15595,2.916744258
15596,3.190588476
15597,2.474697934
15598,2.941052649
15599,2.363716195
15600,3.61383456
15601,
15602,3.365378558
15603,
15604,2.920572661
15605,
15606,2.400619112
15607,3.142182735
15608,
15609,2.147109765
15610,
15611,1.955140101
15612,2.589887293
15613,2.230983337
15614,2.895132364
15615,
15616,2.692413374
15617,2.405902416
15618,2.461126012
15619,3.050861839
15620,3.114878237
15621,2.545675723
15622,3.861353116
15623,
15624,2.37208884
15625,
15626,2.681617383
15627,1.984148523
15628,3.603178855
15629,2.504972942
15630,2.506198567
15631,2.813674687
15632,
15633,2.637060839
15634,2.342003931
15635,2.430676558
15636,2.847534173
15637,2.54069095
15638,2.451976717
15639,3.124485622
15640,2.680220575
15641,2.670144653
15642,2.209516395
15643,3.534438553
15644,2.677240848
15645,3.373307763
15646,2.340496163
15647,2.890051845
15648,
15649,2.772195414
15650,4.177777027
15651,3.234236696
15652,2.292832612
15653,3.356973039
15654,
15655,
15656,2.66799649
15657,2.398075566
15658,3.18200657
15659,3.187385282
15660,2.409633151
15661,2.625908681
15662,5.351249219
15663,2.543959311
15664,2.123669018
15665,2.413703532
15666,2.827894656
15667,2.691746938
15668,
15669,2.646478409
15670,5.120366855
15671,2.454815888
15672,1.889187626
15673,3.932876725
15674,2.754880178
15675,2.303547333
15676,3.291289068
15677,2.132630833
15678,2.627953936
15679,3.616220847
15680,2.699263668
15681,1.89166815
15682,3.678578368
15683,2.550081283
15684,2.489675149
15685,2.446153676
15686,2.927301389
15687,2.778737618
15688,1.556703504
15689,2.096242135
15690,2.550134284
15691,3.153558286
15692,3.552760888
15693,3.087097912
15694,3.051834451
15695,3.218114362
15696,2.324922056
15697,2.833769929
15698,2.64992999
15699,2.760374428
15700,3.15110669
15701,2.472633825
15702,
15703,2.362059064
15704,2.835579783
15705,2.292029674
15706,2.100114798
15707,2.845417958
15708,3.076121359
15709,3.781732308
15710,1.89166815
15711,2.5448359
15712,2.642743903
15713,2.700881956
15714,2.626641192
15715,2.98583382
15716,4.405312427
15717,2.278223047
15718,2.31613382
15719,2.915486275
15720,3.176221524
15721,2.910480443
15722,2.599714533
15723,2.732280694
15724,2.543959311
15725,2.282949259
15726,2.295937262
15727,2.964926481
15728,3.018814215
15729,2.87910467
15730,2.480804966
15731,2.851679391
15732,2.85873616
15733,2.912479156
15734,2.704236295
15735,2.648294255
15736,2.43165178
15737,3.225415554
15738,2.46652773
15739,3.275638732
15740,3.722706232
15741,2.442371172
15742,2.307980625
15743,3.831712276
15744,3.174690109
15745,2.700789788
15746,2.768034605
15747,
15748,2.435822361
15749,2.902076204
15750,2.86487469
15751,2.277996082
15752,3.91637194
15753,
15754,2.543959311
15755,
15756,2.98016588
15757,2.305854755
15758,
15759,1.703763196
15760,
15761,2.542212483
15762,
15763,
15764,2.537924066
15765,2.304047158
15766,3.230548094
15767,2.226236492
15768,2.347317674
15769,2.483336726
15770,2.105935608
15771,
15772,1.750116685
15773,3.405159553
15774,2.56109192
15775,
15776,3.449349765
15777,2.904808622
15778,2.946727365
15779,2.207849762
15780,2.33093546
15781,2.164381794
15782,2.652856602
15783,1.718810703
15784,2.291534779
15785,2.031595053
15786,3.085572588
15787,3.130934812
15788,
15789,3.30662399
15790,2.75834363
15791,2.318503744
15792,2.459450298
15793,3.543959311
15794,2.553137637
15795,
15796,
15797,
15798,3.178922922
15799,
15800,2.745225334
15801,3.045680464
15802,2.760697396
15803,3.818740322
15804,3.05414738
15805,2.68220879
15806,2.998741185
15807,2.846215067
15808,2.982419615
15809,2.567488931
15810,2.422585972
15811,3.931768187
15812,2.048237004
15813,3.553845251
15814,2.027530142
15815,2.304333738
15816,2.098491188
15817,2.155749408
15818,3.434653289
15819,2.278131688
15820,2.952160108
15821,3.51560164
15822,2.817701661
15823,2.17116913
15824,3.00656227
15825,2.844035511
15826,
15827,2.810113246
15828,2.426900763
15829,2.687392212
15830,2.05515504
15831,3.040309216
15832,3.121540712
15833,2.163862502
15834,2.282642806
15835,2.763415642
15836,2.659153102
15837,3.405312427
15838,1.926040528
15839,
15840,3.279477026
15841,2.913738728
15842,2.35356566
15843,2.283112338
15844,2.058651725
15845,3.84300276
15846,2.54356673
15847,2.490850522
15848,0.861353116
15849,3.025167412
15850,3.032322773
15851,2.401204728
15852,2.795888947
15853,
15854,2.939542292
15855,2.501091629
15856,2.703621465
15857,
15858,2.700421747
15859,3.853931383
15860,1.937355402
15861,3.232447367
15862,2.765320225
15863,
15864,5.417497025
15865,
15866,2.615563497
15867,1.96256581
15868,2.686721056
15869,2.606017563
15870,2.305305524
15871,3.974635869
15872,2.635867732
15873,
15874,3.811939305
15875,2.525629682
15876,1.113282753
15877,4.128111347
15878,3.036923278
15879,2.761882298
15880,2.476362532
15881,2.245173909
15882,5.518595179
15883,2.031544345
15884,2.556129883
15885,3.973599447
15886,2.378998118
15887,2.716112078
15888,2.523116363
15889,2.87945537
15890,1.887167031
15891,2.707752085
15892,2.455122749
15893,2.423811685
15894,2.356496687
15895,2.63927289
15896,
15897,2.83306518
15898,2.654948148
15899,3.292029674
15900,3.381877949
15901,2.463681282
15902,1.825492753
15903,2.779436661
15904,
15905,2.941491863
15906,4.657242063
15907,3.111474984
15908,
15909,2.499142122
15910,2.625848025
15911,
15912,2.363328765
15913,2.233946733
15914,2.528982018
15915,2.574342486
15916,4.455045757
15917,
15918,3.264964672
15919,2.660994779
15920,2.18600789
15921,2.438903322
15922,2.286022518
15923,3.711069495
15924,2.814924767
15925,2.969436383
15926,2.01749651
15927,
15928,3.07307921
15929,
15930,2.491552872
15931,2.694108383
15932,2.673056557
15933,2.63158339
15934,2.848613311
15935,2.868110786
15936,2.661447765
15937,2.353615492
15938,
15939,
15940,2.166974674
15941,2.381895886
15942,3.003800481
15943,3.742022785
15944,2.365052151
15945,3.288915207
15946,3.316972802
15947,2.15311836
15948,
15949,3.135252086
15950,
15951,3.111061695
15952,2.476525548
15953,1.974038062
15954,2.59404394
15955,2.603379242
15956,2.483545236
15957,3.199390939
15958,2.66053142
15959,3.109084668
15960,
15961,3.070415071
15962,3.336125215
15963,2.241678397
15964,1.633062861
15965,0.874015977
15966,3.639738513
15967,2.10363819
15968,2.805640125
15969,2.660733843
15970,2.843205999
15971,2.465739361
15972,2.325675317
15973,3.674439517
15974,2.310060753
15975,
15976,3.237128499
15977,2.922524068
15978,2.058017578
15979,3.88787926
15980,2.430676558
15981,3.488970424
15982,3.345164465
15983,
15984,2.346421584
15985,
15986,2.976451628
15987,
15988,5.518595179
15989,2.356206831
15990,1.564095259
15991,2.715216893
15992,2.871709323
15993,2.089901803
15994,2.158131205
15995,4.324679235
15996,
15997,2.513955956
15998,2.403117714
15999,2.863954823
16000,4.974635869
16001,2.65333318
16002,2.279710786
16003,1.920572661
16004,
16005,1.722706232
16006,2.242688936
16007,
16008,1.806895856
16009,2.433038699
16010,
16011,3.254984286
16012,2.7987534
16013,3.165128241
16014,
16015,2.786339324
16016,3.028374591
16017,3.292029674
16018,
16019,3.288915207
16020,2.634306677
16021,2.43890103
16022,2.263023156
16023,
16024,2.726221889
16025,
16026,3.363007413
16027,2.758638786
16028,2.712987041
16029,2.982399054
16030,2.599401731
16031,2.478306292
16032,2.766239067
16033,
16034,1.934705042
16035,2.413223172
16036,4.505654566
16037,2.770465422
16038,2.477601408
16039,2.557798256
16040,2.860681953
16041,2.323444226
16042,3.13564083
16043,2.548305458
16044,
16045,3.064411415
16046,2.545899695
16047,2.500267754
16048,2.669731882
16049,2.549859289
16050,2.134193875
16051,
16052,4.543959311
16053,2.913419565
16054,2.030598819
16055,2.015356906
16056,
16057,2.558201601
16058,2.029697575
16059,2.998857442
16060,2.683759453
16061,2.149681586
16062,2.077279216
16063,3.68677618
16064,2.00803678
16065,2.970875567
16066,2.536941136
16067,3.085891205
16068,2.968012808
16069,
16070,2.845837909
16071,1.772132958
16072,
16073,1.985834559
16074,3.062916722
16075,1.822907766
16076,1.718810703
16077,3.264188504
16078,2.60732546
16079,0.527386644
16080,2.773397259
16081,3.281191387
16082,3.073703981
16083,
16084,3.722706232
16085,2.933764249
16086,
16087,2.685885327
16088,
16089,0.430676558
16090,2.1718008
16091,3.229784618
16092,2.92611521
16093,2.405866119
16094,3.024369199
16095,2.669499145
16096,3.316724045
16097,2.911215834
16098,2.411781764
16099,2.327217348
16100,2.67625381
16101,2.764097547
16102,3.465573271
16103,3.01980726
16104,1.924342251
16105,3.72351366
16106,2.067286681
16107,2.749160438
16108,3.447462418
16109,2.038307527
16110,2.219538616
16111,2.136789857
16112,2.747509854
16113,2.165238876
16114,2.136223837
16115,3.235685603
16116,2.672610904
16117,2.400287568
16118,2
16119,2.336092648
16120,2.933547523
16121,3.288915207
16122,4.543959311
16123,2.437235958
16124,3.384725863
16125,3.362197893
16126,3.056510454
16127,2.796569281
16128,3.051933142
16129,2.234760903
16130,3.189017556
16131,2.166418621
16132,2.442371172
16133,1.749815565
16134,
16135,2.283404807
16136,3.96780866
16137,3.56036452
16138,3.206793693
16139,2.266003746
16140,2.4036847
16141,3.374084309
16142,2.625896451
16143,2.427502379
16144,2.592324765
16145,2.517174773
16146,2.157466563
16147,3.68215298
16148,2.555457614
16149,2.006412151
16150,2.589971919
16151,1.98087584
16152,2.450814055
16153,3.44812033
16154,2.55492056
16155,2.576240694
16156,2.46287903
16157,2.745038414
16158,4.347633763
16159,4.19895018
16160,2.945908764
16161,4.792056815
16162,2.397838718
16163,2.66138355
16164,3.265318558
16165,2.648110106
16166,3.272038372
16167,2.646070815
16168,2.861353116
16169,2.722706232
16170,4.15338279
16171,2.442853859
16172,
16173,2.545911484
16174,2.58509127
16175,2.311143014
16176,2.84044093
16177,
16178,2.183644351
16179,3.127988552
16180,2.202002951
16181,2.613236973
16182,
16183,2.670738948
16184,2.702626564
16185,3.045059998
16186,1.433946483
16187,2.654369684
16188,2.122164342
16189,2.374871175
16190,3.282885682
16191,2.26207621
16192,3.065789802
16193,4.619873065
16194,2.417446856
16195,2.548368021
16196,
16197,2.031900729
16198,3.154094176
16199,2.316689281
16200,2.963953328
16201,2.074587582
16202,2.249568074
16203,3.291550874
16204,2.336151581
16205,
16206,3.988868208
16207,
16208,3.897557624
16209,2.281887624
16210,1.989678476
16211,2.626321998
16212,3.195486056
16213,2.213036345
16214,2.090196101
16215,2.441761122
16216,2.73943764
16217,2.539708195
16218,2.692064065
16219,2.363089328
16220,2.536920709
16221,2.559729118
16222,2.246235178
16223,2.667851154
16224,2.455878149
16225,2.577521973
16226,2.456173695
16227,2.020491615
16228,2.714191132
16229,
16230,1.572783577
16231,2.138956571
16232,1.717684901
16233,2.40301921
16234,4.915053563
16235,2.078650172
16236,3.98309058
16237,2.520314379
16238,3.625363007
16239,2.466281559
16240,
16241,2.36995346
16242,2.377503182
16243,2.435356338
16244,2.593149973
16245,3.58523752
16246,2.473670979
16247,1.478495142
16248,1.4951455
16249,0.544152044
16250,2.880009311
16251,
16252,2.246075703
16253,1.686462058
16254,2.400131474
16255,
16256,2.457748271
16257,3.452437323
16258,2.513740172
16259,3.14432771
16260,2.452989205
16261,3.656361747
16262,2.434753742
16263,4.15338279
16264,2.896987452
16265,2.871423858
16266,2.985725024
16267,2.763753723
16268,2.489907431
16269,
16270,2.551003903
16271,
16272,2.62486371
16273,
16274,2.586272316
16275,2.70651454
16276,3.343409717
16277,1.877418218
16278,3.187385282
16279,2.14028586
16280,3.903158527
16281,1.861353116
16282,2.398590244
16283,2.024369199
16284,2.51541478
16285,2.965989068
16286,5.007367955
16287,2.866920117
16288,4.794505125
16289,2.465842214
16290,
16291,2.202840661
16292,2.974523104
16293,2.997573231
16294,2.718964797
16295,2.043435069
16296,2.420789636
16297,2.600596834
16298,1.424431933
16299,2.525847916
16300,3.01229437
16301,1.584892542
16302,2.176176538
16303,3.432352972
16304,2.982438842
16305,
16306,2.725952195
16307,2.124742153
16308,2.650058947
16309,2.17409869
16310,2.529549155
16311,2.682967999
16312,2.364420454
16313,3.334632983
16314,2.338623032
16315,2.430676558
16316,3.39335778
16317,3.055422849
16318,2.891791196
16319,3.141622157
16320,
16321,2.974635869
16322,3.050678767
16323,1.765068668
16324,2.559266278
16325,2.857352835
16326,2.24385312
16327,2.294874826
16328,2.496144288
16329,2.505807048
16330,4.113669121
16331,2.380767769
16332,2.690658441
16333,3.36289712
16334,4.143656707
16335,2.816413293
16336,2.630798288
16337,3.07376714
16338,3.110566031
16339,1.484221771
16340,2.640141324
16341,2.75942079
16342,2.754018943
16343,3.714082567
16344,2.688013155
16345,3.233412778
16346,3.423647146
16347,2.780557536
16348,
16349,1.652199637
16350,
16351,4.292650699
16352,3.565449057
16353,2.914404364
16354,2.504914305
16355,3.69712551
16356,2.272630698
16357,2.072783577
16358,2.989140211
16359,2.320845967
16360,2.717157453
16361,3.131517843
16362,2.699475571
16363,
16364,3.021488182
16365,2.821218415
16366,3.225366352
16367,
16368,2.82686113
16369,
16370,3.259650298
16371,2.571603123
16372,3.094344567
16373,
16374,3.270351238
16375,2.136633968
16376,2.608170414
16377,3.111959949
16378,2.750523338
16379,2.399604046
16380,2.543959311
16381,2.474479001
16382,2.112171633
16383,2.033439626
16384,2.060156058
16385,2.697916774
16386,3.426705228
16387,2.054947572
16388,2.597891688
16389,1.737485425
16390,2.215536333
16391,3.2545626
16392,2.989382824
16393,2.724789719
16394,2.975353761
16395,2.631545864
16396,2.885157169
16397,3.246155856
16398,3.387041008
16399,2.520112114
16400,2.323352544
16401,0.430676558
16402,4.596430591
16403,2.645398639
16404,2.790996517
16405,2.646928719
16406,2.442980622
16407,1.905073105
16408,2.485442979
16409,2.578238879
16410,1.870628377
16411,
