,consumer_model
20184,0.396152153
20185,0
20186,0
20187,
20188,0.174098332
20189,inf
20190,inf
20191,1.285246892
20192,1.11639287
20193,0
20194,5.599648814
20195,0.185359115
20196,0
20197,
20198,0
20199,0
20200,0
20201,
20202,39.48739239
20203,0
20204,2.641208248
20205,1.22313139
20206,0
20207,0.99533441
20208,0
20209,0
20210,0
20211,0
20212,0.213635427
20213,0
20214,0.546170729
20215,0
20216,
20217,0
20218,0
20219,0
20220,0
20221,inf
20222,0
20223,0
20224,0.280480097
20225,0
20226,0
20227,0
20228,0
20229,inf
20230,0
20231,inf
20232,0
20233,0
20234,0.592700225
20235,0
20236,0.129889031
20237,0
20238,0
20239,0
20240,12.28940588
20241,0.202173734
20242,18.30447406
20243,0
20244,0
20245,0.532027669
20246,0
20247,
20248,0
20249,
20250,
20251,0.286767346
20252,0.333251286
20253,0
20254,0.946682268
20255,inf
20256,0
20257,1.000242669
20258,0.043407878
20259,0
20260,0
20261,0
20262,
20263,1.861104821
20264,0
20265,0.092834269
20266,0
20267,0.77990828
20268,1.165571856
20269,0.305674499
20270,0
20271,inf
20272,0
20273,0
20274,0
20275,0
20276,0
20277,0
20278,0
20279,0
20280,3.292700357
20281,0
20282,0
20283,0
20284,0
20285,0
20286,0
20287,0.25508199
20288,0.887892296
20289,1.728704076
20290,0
20291,0.789260544
20292,
20293,0
20294,1.106765752
20295,0
20296,0
20297,
20298,0
20299,14.71478005
20300,
20301,0.520980678
20302,1.582531729
20303,0
20304,0.886578089
20305,0
20306,0
20307,0
20308,0
20309,0
20310,0
20311,4.815869901
20312,0
20313,0
20314,0
20315,
20316,
20317,0
20318,1.043731895
20319,0
20320,0
20321,0
20322,0
20323,0
20324,1.852942973
20325,0
20326,
20327,0.271821755
20328,0
20329,0
20330,0
20331,0
20332,0
20333,
20334,0.703866842
20335,0
20336,0
20337,0
20338,0.14726395
20339,0
20340,0.393190431
20341,0
20342,0
20343,0
20344,1.010540204
20345,0.09051481
20346,
20347,0
20348,0
20349,inf
20350,0
20351,0
20352,0
20353,0.091718871
20354,2.242208838
20355,0
20356,10.32180312
20357,0
20358,0
20359,7.731481869
20360,0
20361,inf
20362,0
20363,
20364,0
20365,0
20366,2.380791276
20367,3.833476395
20368,0
20369,0
20370,0
20371,0
20372,0
20373,0
20374,
20375,0
20376,0
20377,0
20378,0
20379,0.156647918
20380,0
20381,0
20382,0
20383,0.202637137
20384,0
20385,
20386,0
20387,0.723997077
20388,0
20389,0.132830051
20390,0
20391,0
20392,0.128374245
20393,0.238714882
20394,0
20395,0
20396,0
20397,0.205987389
20398,7.798366289
20399,0
20400,0
20401,0
20402,
20403,0
20404,4.418256911
20405,1.284088605
20406,0
20407,0
20408,0
20409,
20410,
20411,
20412,3.006421038
20413,0.921196176
20414,0
20415,0
20416,inf
20417,0
20418,0
20419,0
20420,0
20421,0.095046044
20422,0
20423,0
20424,0
20425,0.464154784
20426,0
20427,0
20428,16.11655447
20429,0
20430,0
20431,0
20432,0
20433,0
20434,0
20435,0
20436,4.147782198
20437,0.856345807
20438,12.22981145
20439,0
20440,0
20441,
20442,1.717468663
20443,0
20444,0
20445,0
20446,1.103084117
20447,0
20448,0.198688393
20449,0
20450,0.652573969
20451,0
20452,0
20453,0
20454,0
20455,0
20456,0
20457,0
20458,7.917895166
20459,0
20460,0
20461,0.944961396
20462,0.338082635
20463,0.135061172
20464,0
20465,0
20466,2.630694182
20467,
20468,0
20469,0
20470,4.960847015
20471,0.337706481
20472,0
20473,
20474,0.128587975
20475,0
20476,0
20477,0
20478,0
20479,0
20480,0.331021717
20481,0.338221777
20482,
20483,0.099060683
20484,0.056575755
20485,820.1540496
20486,1.422453588
20487,1.305114505
20488,1.956429099
20489,0.85309307
20490,0
20491,0
20492,0
20493,0
20494,0
20495,
20496,0
20497,0
20498,
20499,0
20500,inf
20501,0
20502,0.737814953
20503,0
20504,0
20505,
20506,0
20507,4.19046317
20508,0.405626026
20509,0
20510,inf
20511,0
20512,0.209393462
20513,
20514,0
20515,0
20516,4.307506661
20517,0
20518,0
20519,0
20520,0
20521,0
20522,0
20523,1.36677588
20524,0
20525,0.105083114
20526,0
20527,0
20528,0.147577719
20529,0
20530,0
20531,inf
20532,
20533,2.443505225
20534,1.086262847
20535,0
20536,2.024315911
20537,0
20538,0
20539,0
20540,0
20541,0.628266974
20542,0
20543,0.321465913
20544,0
20545,
20546,0.1587823
20547,0
20548,
20549,0
20550,0.451535289
20551,0
20552,0
20553,
20554,0.378833003
20555,
20556,0
20557,
20558,0
20559,0
20560,0
20561,0
20562,0.336376837
20563,inf
20564,0.641714295
20565,0
20566,0
20567,0.416732434
20568,0.697606502
20569,1.020535254
20570,3.504818906
20571,0
20572,0
20573,0.221744413
20574,0.164291876
20575,0.553845444
20576,1.332819012
20577,2.298831677
20578,0
20579,0.489199858
20580,0
20581,0.106253834
20582,0
20583,29.6148423
20584,0.369042421
20585,0
20586,0
20587,0
20588,0
20589,0
20590,0.324453372
20591,0
20592,6.058222955
20593,0
20594,0
20595,0
20596,0
20597,0.401129428
20598,2.867289791
20599,0
20600,0
20601,0
20602,0
20603,0
20604,0
20605,0.454311209
20606,0
20607,0
20608,1.172169676
20609,0.319305503
20610,2.066648629
20611,0
20612,0.463132592
20613,0
20614,0
20615,0
20616,
20617,0.449896235
20618,0.522760423
20619,0.868777487
20620,0
20621,
20622,0
20623,1.722422933
20624,
20625,0.509372731
20626,0
20627,0
20628,0
20629,0.268344525
20630,0.836592504
20631,0.49614664
20632,0.937040952
20633,0
20634,0
20635,
20636,0
20637,inf
20638,2.233094042
20639,0
20640,0
20641,0
20642,0
20643,0.190080728
20644,0
20645,0.17800142
20646,0
20647,0
20648,
20649,0
20650,inf
20651,0
20652,0
20653,1.452179133
20654,0.562762414
20655,4.622820353
20656,0
20657,0
20658,
20659,0
20660,0
20661,0.734299206
20662,
20663,2.795991292
20664,0
20665,0
20666,0
20667,0
20668,0.259285725
20669,0
20670,0
20671,0
20672,0
20673,0
20674,3.131511761
20675,inf
20676,0
20677,inf
20678,0
20679,0
20680,138.4541573
20681,4.053638463
20682,0
20683,0
20684,0.298696646
20685,0
20686,0.280320927
20687,1.625314707
20688,0
20689,0.12848211
20690,0.887618545
20691,0.334726356
20692,0
20693,0
20694,0.581119787
20695,6.677421782
20696,0.132349903
20697,0.186000111
20698,0
20699,0
20700,0
20701,
20702,0
20703,0.647878183
20704,0
20705,inf
20706,0.052243049
20707,0
20708,0
20709,0
20710,3.9594853
20711,3.072573764
20712,inf
20713,0
20714,0.203116212
20715,0
20716,0.368765523
20717,0.326884458
20718,0
20719,4.904390702
20720,0
20721,6.884257704
20722,0
20723,0.158391589
20724,2.1468113
20725,0
20726,0
20727,0
20728,0.34664155
20729,0
20730,
20731,
20732,1.26347778
20733,0
20734,0
20735,0
20736,0
20737,0
20738,0
20739,0
20740,
20741,0
20742,0
20743,0
20744,
20745,0
20746,0
20747,0
20748,0
20749,inf
20750,0
20751,0
20752,0
20753,0
20754,
20755,0
20756,0
20757,0
20758,0
20759,0.252658665
20760,0
20761,0
20762,1.65423998
20763,0
20764,0.820799237
20765,0
20766,12.2968318
20767,0
20768,0.644735735
20769,0
20770,0
20771,0
20772,0
20773,0
20774,0
20775,0
20776,0
20777,0
20778,0
20779,0
20780,0
20781,0
20782,0.747742169
20783,0
20784,inf
20785,
20786,0
20787,
20788,0
20789,0
20790,0
20791,
20792,0
20793,2.981007585
20794,0
20795,0.323083131
20796,0
20797,
20798,0
20799,
20800,0
20801,0
20802,0
20803,
20804,0
20805,2.063991755
20806,0
20807,0
20808,0
20809,0.359047297
20810,0
20811,0.528597151
20812,2.088564489
20813,0
20814,0
20815,0
20816,0
20817,0
20818,0
20819,0
20820,0
20821,0
20822,0
20823,0
20824,0
20825,inf
20826,
20827,0
20828,0
20829,0.23790902
20830,2.488403238
20831,0
20832,1.027753807
20833,0
20834,0
20835,
20836,0
20837,0
20838,0
20839,0.085090004
20840,0
20841,0.726623043
20842,0.268193201
20843,inf
20844,inf
20845,
20846,inf
20847,0
20848,0
20849,1.422254117
20850,0
20851,0.204095407
20852,0
20853,0
20854,0.529415523
20855,0
20856,0
20857,0.532734124
20858,0
20859,0
20860,0
20861,0
20862,0
20863,0
20864,inf
20865,0
20866,
20867,0
20868,0
20869,0
20870,0
20871,0
20872,inf
20873,5.596142545
20874,0
20875,0
20876,0
20877,0.059432951
20878,0
20879,1.436040921
20880,0
20881,0.390609709
20882,0
20883,0
20884,0
20885,0
20886,3.101703878
20887,0
20888,0
20889,3.311242156
20890,2.680065734
20891,3.057735054
20892,0
20893,inf
20894,inf
20895,1.570369349
20896,inf
20897,0
20898,0
20899,0.740842739
20900,0.277553214
20901,0
20902,
20903,0
20904,0.418035171
20905,0
20906,7.290955421
20907,0
20908,1.069245826
20909,0.929487714
20910,
20911,0
20912,0
20913,0
20914,0.814322959
20915,0
20916,inf
20917,0.294407023
20918,0.095136344
20919,0.847439125
20920,0
20921,0
20922,0.253206316
20923,0
20924,0
20925,0
20926,0
20927,1.172158831
20928,0
20929,4.568184321
20930,
20931,0
20932,0.748645137
20933,0.083736809
20934,1.292507546
20935,0
20936,2.234221003
20937,0
20938,0
20939,
20940,0
20941,0
20942,0
20943,0.215671573
20944,0
20945,2.780481157
20946,1.517053605
20947,0
20948,14.31274228
20949,0
20950,0
20951,0
20952,3.814296848
20953,
20954,1.87908635
20955,0
20956,5.597540659
20957,3.191534657
20958,0
20959,0
20960,0.467332587
20961,0
20962,2.744516401
20963,1.808487146
20964,0.369628201
20965,0
20966,
20967,0
20968,0.170600654
20969,0
20970,0
20971,0
20972,0
20973,0.366694061
20974,0
20975,0
20976,0
20977,0.813156554
20978,0
20979,0.735223328
20980,0.202357897
20981,0.797770641
20982,0
20983,0.279887188
20984,15.72688589
20985,0
20986,0
20987,0
20988,0
20989,0.566241101
20990,0.464639328
20991,0
20992,0.743412915
20993,0
20994,0
20995,0
20996,
20997,0.251304725
20998,0.329437944
20999,0.41175776
21000,inf
21001,0.110725964
21002,1.721646689
21003,1.217854501
21004,0
21005,0.465658709
21006,2.383812839
21007,0
21008,0
21009,0
21010,0
21011,0
21012,0
21013,0
21014,3.911989668
21015,0
21016,0
21017,0.233020723
21018,0
21019,0.314697776
21020,0
21021,0
21022,0
21023,0
21024,0
21025,0
21026,0
21027,2.408434792
21028,11.85623373
21029,0
21030,0
21031,0
21032,0
21033,0.73005768
21034,0.573098107
21035,inf
21036,
21037,0
21038,0
21039,0
21040,0.107799245
21041,1.303343586
21042,0
21043,0
21044,0
21045,0
21046,0
21047,
21048,inf
21049,0
21050,0.252587303
21051,0
21052,inf
21053,
21054,0
21055,2.607832604
21056,0
21057,0
21058,0
21059,0.646343053
21060,0
21061,0.100323523
21062,2.864958698
21063,0
21064,0
21065,0.241938024
21066,0.075415041
21067,
21068,0.366746631
21069,0.720401835
21070,0
21071,0.939343464
21072,0
21073,0
21074,0
21075,inf
21076,0
21077,0
21078,0.653204843
21079,0
21080,0
21081,
21082,0
21083,0
21084,0.630452715
21085,
21086,0
21087,0
21088,0
21089,inf
21090,0.083328599
21091,inf
21092,0
21093,
21094,0
21095,
21096,0
21097,0
21098,3.269728183
21099,0
21100,0
21101,0.283352408
21102,12.73465093
21103,0.172390579
21104,
21105,0
21106,0
21107,0
21108,4.440546457
21109,1.184381277
21110,0.533789407
21111,0
21112,2.643942055
21113,0
21114,0
21115,0
21116,0
21117,0
21118,0
21119,
21120,0.408118727
21121,0.121653432
21122,0
21123,0.991729381
21124,0
21125,0
21126,0
21127,0
21128,0
21129,0
21130,0
21131,0
21132,inf
21133,0
21134,0
21135,
21136,0
21137,0
21138,0
21139,1.548553411
21140,inf
21141,0.761649951
21142,0
21143,
21144,0
21145,0
21146,
21147,0
21148,0
21149,0
21150,1.069288694
21151,0
21152,0
21153,0
21154,0.250889403
21155,0.32481441
21156,0
21157,0.556400092
21158,0
21159,0.679886625
21160,0
21161,1.889194184
21162,0
21163,0
21164,0
21165,0.132023263
21166,0
21167,3.052514199
21168,0
21169,13.92309871
21170,1.3757039
21171,0
21172,3.095956269
21173,0
21174,0.22866352
21175,3.390974173
21176,0
21177,3.508369677
21178,0
21179,0
21180,0
21181,0
21182,1.482654454
21183,0
21184,
21185,0.296213084
21186,0
21187,0.239949729
21188,0
21189,0.53822285
21190,
21191,0
21192,0
21193,0
21194,0
21195,0
21196,0
21197,0
21198,0
21199,0
21200,0
21201,1.421609356
21202,0
21203,0
21204,0.269931001
21205,0
21206,1.200902114
21207,0
21208,1.688372675
21209,0
21210,0.123760461
21211,1.812026114
21212,0
21213,8.996379155
21214,0
21215,0
21216,0
21217,0
21218,0
21219,2.642417338
21220,3.620533206
21221,0
21222,0
21223,0
21224,0
21225,
21226,0
21227,inf
21228,0
21229,0
21230,0
21231,0
21232,0
21233,0
21234,0
21235,0
21236,0
21237,0
21238,10.29921381
21239,
21240,0.184129896
21241,0
21242,0.445296143
21243,0
21244,0
21245,0
21246,0
21247,1.793416968
21248,3.89199179
21249,0.208356576
21250,0
21251,0
21252,0
21253,0
21254,0
21255,
21256,1.669263168
21257,2.745637939
21258,inf
21259,0
21260,0
21261,15.47626995
21262,
21263,0.201631518
21264,2.340394115
21265,0
21266,0
21267,0
21268,0
21269,
21270,0
21271,2.7334436
21272,0.369543571
21273,0.551045432
21274,1.831899876
21275,0
21276,0
21277,0
21278,0.350747276
21279,0
21280,0
21281,3.197942861
21282,0
21283,0.598766436
21284,5.248426587
21285,0
21286,2.968699088
21287,
21288,0
21289,0
21290,0.163661445
21291,inf
21292,13.85608563
21293,0
21294,0
21295,1.354118568
21296,0.067778286
21297,0.216195164
21298,0
21299,
21300,0.592573914
21301,0
21302,0
21303,0.76704407
21304,0
21305,
21306,inf
21307,0
21308,0
21309,0
21310,0.339050016
21311,0
21312,3.585611944
21313,0.768104758
21314,0
21315,0
21316,0.172724977
21317,0.984979785
21318,0
21319,0
21320,5.939626557
21321,0
21322,0.622501575
21323,0
21324,0
21325,0.906107896
21326,0
21327,0
21328,0
21329,0
21330,2.378754277
21331,
21332,0
21333,0.773138575
21334,0
21335,0.375808478
21336,8.259804321
21337,
21338,0
21339,0.07889914
21340,0
21341,0
21342,0
21343,0
21344,0.278185397
21345,0
21346,0
21347,0
21348,0
21349,1.114728148
21350,0.598885611
21351,1.365486814
21352,0.101909748
21353,0
21354,0
21355,2.370472485
21356,0.128768501
21357,0
21358,0
21359,0
21360,0
21361,0
21362,0
21363,0.377255548
21364,0
21365,0.194597925
21366,0
21367,0
21368,0.343003805
21369,0
21370,0
21371,0
21372,0
21373,0
21374,0
21375,0
21376,0
21377,0.560926886
21378,0
21379,8.264166446
21380,
21381,0
21382,0
21383,0
21384,8.186872564
21385,1.945346005
21386,inf
21387,1.081491374
21388,0
21389,0
21390,6.704103713
21391,5.054593427
21392,0
21393,1.530743539
21394,0
21395,0
21396,0
21397,0
21398,0.064209414
21399,0
21400,0
21401,
21402,0
21403,0
21404,11.08151987
21405,1.272422347
21406,0.337152158
21407,0
21408,0.730511985
21409,
21410,0
21411,0
21412,0.175243871
21413,1.960422856
21414,
21415,13.89008063
21416,0.651990859
21417,0
21418,3.958030431
21419,0
21420,0
21421,0
21422,0
21423,0
21424,0
21425,0
21426,0
21427,10.79969688
21428,0.231075563
21429,0.641896402
21430,12.55314478
21431,inf
21432,0
21433,0
21434,1.3393989
21435,2.106834791
21436,0
21437,1.259094717
21438,0
21439,0.330778997
21440,0.279359244
21441,0
21442,0
21443,0.67552719
21444,0.227783902
21445,0
21446,0
21447,0.713647512
21448,0.17831199
21449,0
21450,0.268894763
21451,0
21452,0
21453,0
21454,0.604098467
21455,0
21456,0
21457,0
21458,0
21459,0.389213121
21460,0
21461,0
21462,
21463,0
21464,0
21465,0
21466,0
21467,0
21468,0
21469,
21470,9.926484417
21471,0
21472,
21473,0
21474,0.586299757
21475,0
21476,0.987876825
21477,0.351381467
21478,0.514209797
21479,0.386605461
21480,0
21481,0.15635286
21482,0
21483,0
21484,0
21485,0
21486,0.907984905
21487,0
21488,0
21489,0
21490,0
21491,0
21492,9.996542539
21493,0.101508007
21494,0.446057588
21495,0
21496,1.634881913
21497,0
21498,0
21499,0
21500,0
21501,0
21502,0.032576186
21503,0
21504,inf
21505,0
21506,0
21507,0
21508,0
21509,
21510,0
21511,0
21512,0
21513,0
21514,0
21515,0
21516,0
21517,0.156424409
21518,1.694055871
21519,0
21520,
21521,0
21522,0
21523,0
21524,0
21525,0
21526,inf
21527,0
21528,0
21529,0
21530,
21531,0
21532,0
21533,0
21534,0
21535,0.764210671
21536,0
21537,1.942499431
21538,0
21539,
21540,0
21541,0
21542,0
21543,3.048360289
21544,0
21545,0
21546,0.879997428
21547,0
21548,
21549,0
21550,1.103646606
21551,0
21552,0
21553,0
21554,0.818026176
21555,1.071350011
21556,0
21557,0
21558,0.21355953
21559,2.480937926
21560,0
21561,0
21562,2.43405746
21563,0
21564,0
21565,0
21566,0
21567,0
21568,0
21569,0
21570,0
21571,0.06755196
21572,0
21573,0
21574,1.825751389
21575,0
21576,0
21577,0.147366548
21578,2.309595098
21579,0
21580,0
21581,0
21582,0
21583,0
21584,0
21585,0
21586,
21587,0
21588,0
21589,0.553727278
21590,0
21591,1.525247752
21592,0
21593,0
21594,inf
21595,inf
21596,0
21597,0
21598,0
21599,0.598123448
21600,0.095291994
21601,0.229185035
21602,0
21603,0
21604,0
21605,inf
21606,0
21607,0
21608,0
21609,0
21610,0
21611,0
21612,0
21613,0
21614,0
21615,0
21616,0.324659822
21617,0
21618,0
21619,0
21620,0.984909652
21621,2.328883418
21622,0
21623,0.396586259
21624,1.767161756
21625,
21626,
21627,0
21628,0
21629,1.184571237
21630,0
21631,0
21632,0
21633,0.243365544
21634,0
21635,0.264776175
21636,0
21637,0.976038482
21638,0
21639,0
21640,0
21641,0
21642,0
21643,0
21644,0
21645,0.326617946
21646,0
21647,0.397463395
21648,0.236159298
21649,0.409912958
21650,0
21651,0
21652,0
21653,0.132671798
21654,0
21655,1.976451672
21656,0
21657,0.656047181
21658,0
21659,0.390058817
21660,0
21661,0
21662,0.818569072
21663,0
21664,0.012109426
21665,0
21666,
21667,0
21668,0
21669,0
21670,0
21671,0
21672,0
21673,0
21674,0
21675,0
21676,0
21677,0
21678,inf
21679,0
21680,0
21681,0.444023905
21682,0
21683,0
21684,0
21685,14.53677152
21686,0
21687,0.10696418
21688,0
21689,0
21690,0
21691,2.553681407
21692,1.276511584
21693,0
21694,0
21695,0
21696,0
21697,0.369134141
21698,0.470024563
21699,0
21700,2.538829676
21701,0.304994337
21702,0
21703,0
21704,0.810057898
21705,0.875702695
21706,5.703401338
21707,0
21708,7.713088261
21709,0.1448951
21710,0
21711,
21712,0
21713,0
21714,0
21715,0
21716,2.236581338
21717,0
21718,0
21719,0
21720,
21721,0
21722,0.167807836
21723,0
21724,0
21725,0
21726,1.781217092
21727,0
21728,7.077507502
21729,0
21730,0
21731,0.85531602
21732,0
21733,0.362351791
21734,0
21735,
21736,2.487175165
21737,0.623653628
21738,0
21739,0
21740,0
21741,0
21742,
21743,
21744,0
21745,1.669551222
21746,1.160142301
21747,0
21748,0
21749,0
21750,4.016193988
21751,6.660805432
21752,0
21753,0.237022338
21754,0.267632566
21755,0
21756,1.116509956
21757,inf
21758,0
21759,0
21760,0
21761,0
21762,0
21763,0
21764,0
21765,0
21766,0
21767,inf
21768,0
21769,0
21770,0.068456571
21771,0
21772,inf
21773,1.369961254
21774,
21775,0
21776,0
21777,0
21778,4.838748721
21779,0
21780,0
21781,
21782,
21783,0
21784,0
21785,
21786,0.917725199
21787,0.124304003
21788,
21789,0.186298971
21790,0.132829075
21791,0
21792,0
21793,
21794,5.244817112
21795,0
21796,0
21797,1.946523382
21798,0
21799,0
21800,0.108508071
21801,0.974196529
21802,0
21803,0.68729225
21804,2.847431882
21805,0
21806,0.774249663
21807,1.318947596
21808,0
21809,inf
21810,
21811,inf
21812,0
21813,
21814,0.271698285
21815,0.447243271
21816,0
21817,1.479202612
21818,
21819,0
21820,0
21821,0.651526232
21822,12.91922851
21823,5.443988795
21824,0.012990167
21825,0.430369991
21826,0.400489423
21827,0.292357053
21828,3.244214999
21829,0.193137496
21830,1.903244287
21831,0
21832,0
21833,0
21834,0
21835,0.903636269
21836,0
21837,1.88427025
21838,inf
21839,
21840,0
21841,0
21842,0
21843,0
21844,0
21845,0.259536909
21846,0
21847,
21848,0.529579823
21849,
21850,1.512396846
21851,7.027635406
21852,0.194546455
21853,0.657587811
21854,0.217066082
21855,1.213494423
21856,2.738830296
21857,2.711645102
21858,4.85636467
21859,0.6877967
21860,0.35283299
21861,4.134426773
21862,0
21863,0
21864,0.616618952
21865,0
21866,0.699924716
21867,0
21868,0
21869,0.185232948
21870,0.394460524
21871,0
21872,
21873,0.556493247
21874,
21875,inf
21876,
21877,0
21878,0
21879,0
21880,0
21881,0
21882,0.808991292
21883,1.570811506
21884,0
21885,0
21886,0.282456021
21887,0
21888,0.258528526
21889,1.891781831
21890,0
21891,0
21892,0
21893,0
21894,0.55826711
21895,0
21896,0.31460826
21897,0
21898,0
21899,0
21900,0
21901,0.045972432
21902,0
21903,0
21904,0
21905,0
21906,0
21907,
21908,0
21909,0.186978941
21910,0
21911,0
21912,0.568902009
21913,11.40999094
21914,0
21915,
21916,21.8149453
21917,0
21918,0.163133064
21919,0.375253979
21920,0
21921,0.605917396
21922,0
21923,
21924,
21925,0
21926,0
21927,0
21928,0.205569503
21929,2.575955699
21930,0
21931,0
21932,0
21933,3.247720228
21934,0
21935,0
21936,2.050724222
21937,1.794305286
21938,0
21939,0.675696753
21940,0
21941,0
21942,
21943,1.352871373
21944,0
21945,0.112798673
21946,0
21947,0
21948,0
21949,0.967702243
21950,0
21951,0
21952,inf
21953,0
21954,0.088571407
21955,0
21956,0
21957,5.794829396
21958,0.445555263
21959,0
21960,inf
21961,0.377753707
21962,
21963,inf
21964,0
21965,0.174129074
21966,0
21967,0
21968,0.365268389
21969,0
21970,0
21971,0
21972,0
21973,3.961490556
21974,18.21595668
21975,0
21976,0
21977,0
21978,
21979,0
21980,1.16032806
21981,4.465639514
21982,0
21983,0
21984,0
21985,0.333563708
21986,0
21987,0
21988,0
21989,0
21990,0
21991,0
21992,0
21993,19.81138947
21994,3.415239292
21995,0
21996,0
21997,0
21998,0.396506054
21999,0.311894221
22000,0.493446925
22001,0
22002,1.694344902
22003,0.405451214
22004,0
22005,
22006,0
22007,0
22008,0.153249517
22009,1.455428034
22010,0
22011,inf
22012,0
22013,0
22014,
22015,0
22016,0
22017,5.228755775
22018,inf
22019,0.918265642
22020,0.151402991
22021,1.170982408
22022,0
22023,0
22024,3.447191215
22025,0
22026,0
22027,0
22028,0
22029,0
22030,0
22031,0
22032,3.365161464
22033,
22034,0
22035,0
22036,0
22037,0.380131023
22038,0.143541416
22039,0
22040,0
22041,0.5627731
22042,0
22043,0.261304772
22044,0
22045,0.074814592
22046,0
22047,0.587810536
22048,0
22049,3.401997688
22050,0
22051,0
22052,0
22053,0.221882141
22054,0.559209398
22055,5.402383842
22056,0.910255221
22057,0.57195964
22058,0
22059,0.229224765
22060,5.659946794
22061,0
22062,0
22063,5.284555636
22064,0
22065,0.227249208
22066,0.779760167
22067,0
22068,0.601962
22069,0.267738777
22070,
22071,0.391471099
22072,1.330408663
22073,0
22074,0.221458335
22075,0
22076,
22077,0
22078,1.12274619
22079,0.768775288
22080,0.469983456
22081,0
22082,0.32775757
22083,
22084,0
22085,1.403068459
22086,0
22087,0
22088,0
22089,
22090,0
22091,0
22092,0
22093,0
22094,0
22095,0
22096,0
22097,0
22098,0.576527324
22099,0
22100,0
22101,
22102,0
22103,0
22104,3.562505641
22105,0
22106,0
22107,
22108,0.474193178
22109,0
22110,0
22111,inf
22112,1.388976309
22113,0
22114,0
22115,0
22116,
22117,0
22118,7.711473416
22119,
22120,0.602461797
22121,1.07852429
22122,0
22123,0.144520759
22124,0
22125,0
22126,0
22127,4.418546429
22128,0
22129,1.589102644
22130,0
22131,0
22132,0
22133,0
22134,0
22135,0
22136,4.877700291
22137,0
22138,0
22139,
22140,0.854975957
22141,0
22142,0
22143,
22144,0.334114784
22145,0
22146,2.526738505
22147,
22148,1.098197945
22149,0.41882104
22150,0
22151,0
22152,0.37096675
22153,0
22154,0
22155,0
22156,0
22157,0.546637752
22158,0
22159,0
22160,0
22161,0.704862588
22162,0
22163,1.042772198
22164,3.975469286
22165,0
22166,0
22167,4.894462829
22168,0.146453694
22169,2.498946391
22170,0
22171,1.325949375
22172,0
22173,
22174,0
22175,2.092870837
22176,0
22177,0
22178,0
22179,
22180,0
22181,inf
22182,0
22183,0
22184,0
22185,0
22186,3.502051839
22187,0
22188,1.167006132
22189,0
22190,0
22191,0.868893084
22192,0
22193,0.094781149
22194,0
22195,0
22196,0
22197,9.759736949
22198,0
22199,0
22200,0
22201,0.122048386
22202,0
22203,0
22204,0
22205,0
22206,0
22207,0
22208,
22209,0.544972551
22210,0
22211,
22212,0
22213,0
22214,0
22215,inf
22216,0.323510047
22217,0
22218,0
22219,0.365578881
22220,1.499710863
22221,0.096622091
22222,0
22223,inf
22224,0
22225,9.16311829
22226,7.442827114
22227,0
22228,0
22229,0
22230,0.289763041
22231,0.485898688
22232,0
22233,0
22234,0
22235,0
22236,0
22237,0.39127185
22238,0
22239,0
22240,6.565152673
22241,7.460310412
22242,0
22243,0.473659477
22244,0
22245,1.734677347
22246,1.103588195
22247,inf
22248,0
22249,0
22250,0
22251,0
22252,0
22253,0
22254,15.89586055
22255,0
22256,0
22257,0
22258,0
22259,
22260,0
22261,0
22262,3.819884793
22263,0.065502979
22264,1.656126562
22265,0
22266,0
22267,0
22268,0
22269,0
22270,1.960644665
22271,0
22272,0.185556782
22273,0
22274,0
22275,0
22276,0
22277,19.49653625
22278,0
22279,1.128720383
22280,0
22281,0
22282,0
22283,0
22284,0
22285,0.943391847
22286,0.600478946
22287,
22288,0
22289,inf
22290,0
22291,5.878315611
22292,0
22293,0
22294,0
22295,0
22296,1.19882831
22297,0
22298,3.28305452
22299,0
22300,0.45837605
22301,0
22302,0
22303,0
22304,0.915530837
22305,inf
22306,0
22307,0
22308,0.429734283
22309,0
22310,0
22311,0
22312,0.217890804
22313,2.399524299
22314,1.266623099
22315,0
22316,0
22317,0
22318,0
22319,1.563104967
22320,0
22321,0
22322,0
22323,0
22324,0
22325,0.534095379
22326,0.508392827
22327,
22328,0.27839666
22329,
22330,
22331,0.226728424
22332,0
22333,
22334,0
22335,
22336,0
22337,0
22338,
22339,1.312412646
22340,inf
22341,0
22342,0
22343,0
22344,0
22345,0
22346,0
22347,3.346996946
22348,0
22349,0
22350,0.413905439
22351,0
22352,7.601344062
22353,0
22354,0
22355,0.465374496
22356,4.332538607
22357,0.262952227
22358,0
22359,0.340997407
22360,0
22361,
22362,0
22363,0
22364,2.181413038
22365,0
22366,
22367,2.706737891
22368,0
22369,0
22370,0
22371,0
22372,23.3707991
22373,
22374,0
22375,1.561297346
22376,0
22377,0
22378,0.343253095
22379,0
22380,0
22381,0
22382,0
22383,0
22384,0.505980701
22385,0.133775278
22386,0
22387,0
22388,0.18877157
22389,0
22390,2.234312413
22391,0
22392,0.248543157
22393,0.087029304
22394,inf
22395,
22396,0.057654681
22397,inf
22398,0
22399,0
22400,0
22401,
22402,0
22403,0.516430037
22404,0
22405,0
22406,0.958967592
22407,0.680509456
22408,0
22409,0
22410,0
22411,0
22412,1.17369493
22413,1.473718355
22414,0
22415,0
22416,0.323383256
22417,0
22418,0
22419,
22420,0.265953494
22421,0
22422,0.060117283
22423,0
22424,0.186777858
22425,
22426,0
22427,inf
22428,0
22429,0
22430,
22431,0
22432,0
